epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1706108626531,2024-01-24T17:03:46.531,16.720,0.657,0.746,0.108,-0.000
1706108626541,2024-01-24T17:03:46.541,16.730,0.657,0.746,0.108,-0.000
1706108626551,2024-01-24T17:03:46.551,16.740,0.657,0.746,0.108,-0.000
1706108626561,2024-01-24T17:03:46.561,16.750,0.657,0.746,0.108,-0.000
1706108626571,2024-01-24T17:03:46.571,16.760,0.657,0.746,0.108,-0.000
1706108626581,2024-01-24T17:03:46.581,16.770,0.657,0.746,0.108,-0.000
1706108626591,2024-01-24T17:03:46.591,16.780,0.657,0.746,0.108,-0.000
1706108626601,2024-01-24T17:03:46.601,16.790,0.657,0.746,0.108,-0.000
1706108626611,2024-01-24T17:03:46.611,16.800,0.657,0.746,0.108,-0.000
1706108626621,2024-01-24T17:03:46.621,16.810,0.657,0.746,0.108,-0.000
1706108626631,2024-01-24T17:03:46.631,16.820,0.657,0.746,0.108,-0.000
1706108626641,2024-01-24T17:03:46.641,16.830,0.657,0.746,0.108,-0.000
1706108626651,2024-01-24T17:03:46.651,16.840,0.657,0.746,0.108,-0.000
1706108626661,2024-01-24T17:03:46.661,16.850,0.657,0.746,0.108,-0.000
1706108626671,2024-01-24T17:03:46.671,16.860,0.657,0.746,0.108,-0.000
1706108626681,2024-01-24T17:03:46.681,16.870,0.657,0.746,0.108,-0.000
1706108626691,2024-01-24T17:03:46.691,16.880,0.657,0.746,0.108,-0.000
1706108626701,2024-01-24T17:03:46.701,16.890,0.657,0.746,0.108,-0.000
1706108626711,2024-01-24T17:03:46.711,16.900,0.657,0.746,0.108,-0.000
1706108626721,2024-01-24T17:03:46.721,16.910,0.657,0.746,0.108,-0.000
1706108626731,2024-01-24T17:03:46.731,16.920,0.657,0.746,0.108,-0.000
1706108626741,2024-01-24T17:03:46.741,16.930,0.657,0.746,0.108,-0.000
1706108626751,2024-01-24T17:03:46.751,16.940,0.657,0.746,0.108,-0.000
1706108626761,2024-01-24T17:03:46.761,16.950,0.657,0.746,0.108,-0.000
1706108626771,2024-01-24T17:03:46.771,16.960,0.657,0.746,0.108,-0.000
1706108626781,2024-01-24T17:03:46.781,16.970,0.657,0.746,0.108,-0.000
1706108626791,2024-01-24T17:03:46.791,16.980,0.657,0.746,0.108,-0.000
1706108626801,2024-01-24T17:03:46.801,16.990,0.657,0.746,0.108,-0.000
1706108626811,2024-01-24T17:03:46.811,17.000,0.657,0.746,0.108,-0.000
1706108626821,2024-01-24T17:03:46.821,17.010,0.657,0.746,0.108,-0.000
1706108626831,2024-01-24T17:03:46.831,17.020,0.657,0.746,0.108,-0.000
1706108626841,2024-01-24T17:03:46.841,17.030,0.657,0.746,0.108,-0.000
1706108626851,2024-01-24T17:03:46.851,17.040,0.657,0.746,0.108,-0.000
1706108626861,2024-01-24T17:03:46.861,17.050,0.657,0.746,0.108,-0.000
1706108626871,2024-01-24T17:03:46.871,17.060,0.657,0.746,0.108,-0.000
1706108626881,2024-01-24T17:03:46.881,17.070,0.657,0.746,0.108,-0.000
1706108626891,2024-01-24T17:03:46.891,17.080,0.657,0.746,0.108,-0.000
1706108626901,2024-01-24T17:03:46.901,17.090,0.657,0.746,0.108,-0.000
1706108626911,2024-01-24T17:03:46.911,17.100,0.657,0.746,0.108,-0.000
1706108626921,2024-01-24T17:03:46.921,17.110,0.657,0.746,0.108,-0.000
1706108626931,2024-01-24T17:03:46.931,17.120,0.657,0.746,0.108,-0.000
1706108626941,2024-01-24T17:03:46.941,17.130,0.657,0.746,0.108,-0.000
1706108626951,2024-01-24T17:03:46.951,17.140,0.657,0.746,0.108,-0.000
1706108626961,2024-01-24T17:03:46.961,17.150,0.657,0.746,0.108,-0.000
1706108626971,2024-01-24T17:03:46.971,17.160,0.657,0.746,0.108,-0.000
1706108626981,2024-01-24T17:03:46.981,17.170,0.657,0.746,0.108,-0.000
1706108626991,2024-01-24T17:03:46.991,17.180,0.657,0.746,0.108,-0.000
1706108627001,2024-01-24T17:03:47.001,17.190,0.657,0.746,0.108,-0.000
1706108627011,2024-01-24T17:03:47.011,17.200,0.657,0.746,0.108,-0.000
1706108627021,2024-01-24T17:03:47.021,17.210,0.657,0.746,0.108,-0.000
1706108627031,2024-01-24T17:03:47.031,17.220,0.657,0.746,0.108,-0.000
1706108627041,2024-01-24T17:03:47.041,17.230,0.657,0.746,0.108,-0.000
1706108627051,2024-01-24T17:03:47.051,17.240,0.657,0.746,0.108,-0.000
1706108627061,2024-01-24T17:03:47.061,17.250,0.657,0.746,0.108,-0.000
1706108627071,2024-01-24T17:03:47.071,17.260,0.657,0.746,0.108,-0.000
1706108627081,2024-01-24T17:03:47.081,17.270,0.657,0.746,0.108,-0.000
1706108627091,2024-01-24T17:03:47.091,17.280,0.657,0.746,0.108,-0.000
1706108627101,2024-01-24T17:03:47.101,17.290,0.657,0.746,0.108,-0.000
1706108627111,2024-01-24T17:03:47.111,17.300,0.657,0.746,0.108,-0.000
1706108627121,2024-01-24T17:03:47.121,17.310,0.657,0.746,0.108,-0.000
1706108627131,2024-01-24T17:03:47.131,17.320,0.657,0.746,0.108,-0.000
1706108627141,2024-01-24T17:03:47.141,17.330,0.657,0.746,0.108,-0.000
1706108627151,2024-01-24T17:03:47.151,17.340,0.657,0.746,0.108,-0.000
1706108627161,2024-01-24T17:03:47.161,17.350,0.657,0.746,0.108,-0.000
1706108627171,2024-01-24T17:03:47.171,17.360,0.657,0.746,0.108,-0.000
1706108627181,2024-01-24T17:03:47.181,17.370,0.657,0.746,0.108,-0.000
1706108627191,2024-01-24T17:03:47.191,17.380,0.657,0.746,0.108,-0.000
1706108627201,2024-01-24T17:03:47.201,17.390,0.657,0.746,0.108,-0.000
1706108627211,2024-01-24T17:03:47.211,17.400,0.657,0.746,0.108,-0.000
1706108627221,2024-01-24T17:03:47.221,17.410,0.657,0.746,0.108,-0.000
1706108627231,2024-01-24T17:03:47.231,17.420,0.657,0.746,0.108,-0.000
1706108627241,2024-01-24T17:03:47.241,17.430,0.657,0.746,0.108,-0.000
1706108627251,2024-01-24T17:03:47.251,17.440,0.657,0.746,0.108,-0.000
1706108627261,2024-01-24T17:03:47.261,17.450,0.657,0.746,0.108,-0.000
1706108627271,2024-01-24T17:03:47.271,17.460,0.657,0.746,0.108,-0.000
1706108627281,2024-01-24T17:03:47.281,17.470,0.657,0.746,0.108,-0.000
1706108627291,2024-01-24T17:03:47.291,17.480,0.657,0.746,0.108,-0.000
1706108627301,2024-01-24T17:03:47.301,17.490,0.657,0.746,0.108,-0.000
1706108627311,2024-01-24T17:03:47.311,17.500,0.657,0.746,0.108,-0.000
1706108627321,2024-01-24T17:03:47.321,17.510,0.657,0.746,0.108,-0.000
1706108627331,2024-01-24T17:03:47.331,17.520,0.657,0.746,0.108,-0.000
1706108627341,2024-01-24T17:03:47.341,17.530,0.657,0.746,0.108,-0.000
1706108627351,2024-01-24T17:03:47.351,17.540,0.657,0.746,0.108,-0.000
1706108627361,2024-01-24T17:03:47.361,17.550,0.657,0.746,0.108,-0.000
1706108627371,2024-01-24T17:03:47.371,17.560,0.657,0.746,0.108,-0.000
1706108627381,2024-01-24T17:03:47.381,17.570,0.657,0.746,0.108,-0.000
1706108627391,2024-01-24T17:03:47.391,17.580,0.657,0.746,0.108,-0.000
1706108627401,2024-01-24T17:03:47.401,17.590,0.657,0.746,0.108,-0.000
1706108627411,2024-01-24T17:03:47.411,17.600,0.657,0.746,0.108,-0.000
1706108627421,2024-01-24T17:03:47.421,17.610,0.657,0.746,0.108,-0.000
1706108627431,2024-01-24T17:03:47.431,17.620,0.657,0.746,0.108,-0.000
1706108627441,2024-01-24T17:03:47.441,17.630,0.657,0.746,0.108,-0.000
1706108627451,2024-01-24T17:03:47.451,17.640,0.657,0.746,0.108,-0.000
1706108627461,2024-01-24T17:03:47.461,17.650,0.657,0.746,0.108,-0.000
1706108627471,2024-01-24T17:03:47.471,17.660,0.657,0.746,0.108,-0.000
1706108627481,2024-01-24T17:03:47.481,17.670,0.657,0.746,0.108,-0.000
1706108627491,2024-01-24T17:03:47.491,17.680,0.657,0.746,0.108,-0.000
1706108627501,2024-01-24T17:03:47.501,17.690,0.657,0.746,0.108,-0.000
1706108627511,2024-01-24T17:03:47.511,17.700,0.657,0.746,0.108,-0.000
1706108627521,2024-01-24T17:03:47.521,17.710,0.657,0.746,0.108,-0.000
1706108627531,2024-01-24T17:03:47.531,17.720,0.657,0.746,0.108,-0.000
1706108627541,2024-01-24T17:03:47.541,17.730,0.657,0.746,0.108,-0.000
1706108627551,2024-01-24T17:03:47.551,17.740,0.657,0.746,0.108,-0.000
1706108627561,2024-01-24T17:03:47.561,17.750,0.657,0.746,0.108,-0.000
1706108627571,2024-01-24T17:03:47.571,17.760,0.657,0.746,0.108,-0.000
1706108627581,2024-01-24T17:03:47.581,17.770,0.657,0.746,0.108,-0.000
1706108627591,2024-01-24T17:03:47.591,17.780,0.657,0.746,0.108,-0.000
1706108627601,2024-01-24T17:03:47.601,17.790,0.657,0.746,0.108,-0.000
1706108627611,2024-01-24T17:03:47.611,17.800,0.657,0.746,0.108,-0.000
1706108627621,2024-01-24T17:03:47.621,17.810,0.657,0.746,0.108,-0.000
1706108627631,2024-01-24T17:03:47.631,17.820,0.657,0.746,0.108,-0.000
1706108627641,2024-01-24T17:03:47.641,17.830,0.657,0.746,0.108,-0.000
1706108627651,2024-01-24T17:03:47.651,17.840,0.657,0.746,0.108,-0.000
1706108627661,2024-01-24T17:03:47.661,17.850,0.657,0.746,0.108,-0.000
1706108627671,2024-01-24T17:03:47.671,17.860,0.657,0.746,0.108,-0.000
1706108627681,2024-01-24T17:03:47.681,17.870,0.657,0.746,0.108,-0.000
1706108627691,2024-01-24T17:03:47.691,17.880,0.657,0.746,0.108,-0.000
1706108627701,2024-01-24T17:03:47.701,17.890,0.657,0.746,0.108,-0.000
1706108627711,2024-01-24T17:03:47.711,17.900,0.657,0.746,0.108,-0.000
1706108627721,2024-01-24T17:03:47.721,17.910,0.657,0.746,0.108,-0.000
1706108627731,2024-01-24T17:03:47.731,17.920,0.657,0.746,0.108,-0.000
1706108627741,2024-01-24T17:03:47.741,17.930,0.657,0.746,0.108,-0.000
1706108627751,2024-01-24T17:03:47.751,17.940,0.657,0.746,0.108,-0.000
1706108627761,2024-01-24T17:03:47.761,17.950,0.657,0.746,0.108,-0.000
1706108627771,2024-01-24T17:03:47.771,17.960,0.657,0.746,0.108,-0.000
1706108627781,2024-01-24T17:03:47.781,17.970,0.657,0.746,0.108,-0.000
1706108627791,2024-01-24T17:03:47.791,17.980,0.657,0.746,0.108,-0.000
1706108627801,2024-01-24T17:03:47.801,17.990,0.657,0.746,0.108,-0.000
1706108627811,2024-01-24T17:03:47.811,18.000,0.657,0.746,0.108,-0.000
1706108627821,2024-01-24T17:03:47.821,18.010,0.657,0.746,0.108,-0.000
1706108627831,2024-01-24T17:03:47.831,18.020,0.657,0.746,0.108,-0.000
1706108627841,2024-01-24T17:03:47.841,18.030,0.657,0.746,0.108,-0.000
1706108627851,2024-01-24T17:03:47.851,18.040,0.657,0.746,0.108,-0.000
1706108627861,2024-01-24T17:03:47.861,18.050,0.657,0.746,0.108,-0.000
1706108627871,2024-01-24T17:03:47.871,18.060,0.657,0.746,0.108,-0.000
1706108627881,2024-01-24T17:03:47.881,18.070,0.657,0.746,0.108,-0.000
1706108627891,2024-01-24T17:03:47.891,18.080,0.657,0.746,0.108,-0.000
1706108627901,2024-01-24T17:03:47.901,18.090,0.657,0.746,0.108,-0.000
1706108627911,2024-01-24T17:03:47.911,18.100,0.657,0.746,0.108,-0.000
1706108627921,2024-01-24T17:03:47.921,18.110,0.657,0.746,0.108,-0.000
1706108627931,2024-01-24T17:03:47.931,18.120,0.657,0.746,0.108,-0.000
1706108627941,2024-01-24T17:03:47.941,18.130,0.657,0.746,0.108,-0.000
1706108627951,2024-01-24T17:03:47.951,18.140,0.657,0.746,0.108,-0.000
1706108627961,2024-01-24T17:03:47.961,18.150,0.657,0.746,0.108,-0.000
1706108627971,2024-01-24T17:03:47.971,18.160,0.657,0.746,0.108,-0.000
1706108627981,2024-01-24T17:03:47.981,18.170,0.657,0.746,0.108,-0.000
1706108627991,2024-01-24T17:03:47.991,18.180,0.657,0.746,0.108,-0.000
1706108628001,2024-01-24T17:03:48.001,18.190,0.657,0.746,0.108,-0.000
1706108628011,2024-01-24T17:03:48.011,18.200,0.657,0.746,0.108,-0.000
1706108628021,2024-01-24T17:03:48.021,18.210,0.657,0.746,0.108,-0.000
1706108628031,2024-01-24T17:03:48.031,18.220,0.657,0.746,0.108,-0.000
1706108628041,2024-01-24T17:03:48.041,18.230,0.657,0.746,0.108,-0.000
1706108628051,2024-01-24T17:03:48.051,18.240,0.657,0.746,0.108,-0.000
1706108628061,2024-01-24T17:03:48.061,18.250,0.657,0.746,0.108,-0.000
1706108628071,2024-01-24T17:03:48.071,18.260,0.657,0.746,0.108,-0.000
1706108628081,2024-01-24T17:03:48.081,18.270,0.657,0.746,0.108,-0.000
1706108628091,2024-01-24T17:03:48.091,18.280,0.657,0.746,0.108,-0.000
1706108628101,2024-01-24T17:03:48.101,18.290,0.657,0.746,0.108,-0.000
1706108628111,2024-01-24T17:03:48.111,18.300,0.657,0.746,0.108,-0.000
1706108628121,2024-01-24T17:03:48.121,18.310,0.657,0.746,0.108,-0.000
1706108628131,2024-01-24T17:03:48.131,18.320,0.657,0.746,0.108,-0.000
1706108628141,2024-01-24T17:03:48.141,18.330,0.657,0.746,0.108,-0.000
1706108628151,2024-01-24T17:03:48.151,18.340,0.657,0.746,0.108,-0.000
1706108628161,2024-01-24T17:03:48.161,18.350,0.657,0.746,0.108,-0.000
1706108628171,2024-01-24T17:03:48.171,18.360,0.657,0.746,0.108,-0.000
1706108628181,2024-01-24T17:03:48.181,18.370,0.657,0.746,0.108,-0.000
1706108628191,2024-01-24T17:03:48.191,18.380,0.657,0.746,0.108,-0.000
1706108628201,2024-01-24T17:03:48.201,18.390,0.657,0.746,0.108,-0.000
1706108628211,2024-01-24T17:03:48.211,18.400,0.657,0.746,0.108,-0.000
1706108628221,2024-01-24T17:03:48.221,18.410,0.657,0.746,0.108,-0.000
1706108628231,2024-01-24T17:03:48.231,18.420,0.657,0.746,0.108,-0.000
1706108628241,2024-01-24T17:03:48.241,18.430,0.657,0.746,0.108,-0.000
1706108628251,2024-01-24T17:03:48.251,18.440,0.657,0.746,0.108,-0.000
1706108628261,2024-01-24T17:03:48.261,18.450,0.657,0.746,0.108,-0.000
1706108628271,2024-01-24T17:03:48.271,18.460,0.657,0.746,0.108,-0.000
1706108628281,2024-01-24T17:03:48.281,18.470,0.657,0.746,0.108,-0.000
1706108628291,2024-01-24T17:03:48.291,18.480,0.657,0.746,0.108,-0.000
1706108628301,2024-01-24T17:03:48.301,18.490,0.657,0.746,0.108,-0.000
1706108628311,2024-01-24T17:03:48.311,18.500,0.657,0.746,0.108,-0.000
1706108628321,2024-01-24T17:03:48.321,18.510,0.657,0.746,0.108,-0.000
1706108628331,2024-01-24T17:03:48.331,18.520,0.657,0.746,0.108,-0.000
1706108628341,2024-01-24T17:03:48.341,18.530,0.657,0.746,0.108,-0.000
1706108628351,2024-01-24T17:03:48.351,18.540,0.657,0.746,0.108,-0.000
1706108628361,2024-01-24T17:03:48.361,18.550,0.657,0.746,0.108,-0.000
1706108628371,2024-01-24T17:03:48.371,18.560,0.657,0.746,0.108,-0.000
1706108628381,2024-01-24T17:03:48.381,18.570,0.657,0.746,0.108,-0.000
1706108628391,2024-01-24T17:03:48.391,18.580,0.657,0.746,0.108,-0.000
1706108628401,2024-01-24T17:03:48.401,18.590,0.657,0.746,0.108,-0.000
1706108628411,2024-01-24T17:03:48.411,18.600,0.657,0.746,0.108,-0.000
1706108628421,2024-01-24T17:03:48.421,18.610,0.657,0.746,0.108,-0.000
1706108628431,2024-01-24T17:03:48.431,18.620,0.657,0.746,0.108,-0.000
1706108628441,2024-01-24T17:03:48.441,18.630,0.657,0.746,0.108,-0.000
1706108628451,2024-01-24T17:03:48.451,18.640,0.657,0.746,0.108,-0.000
1706108628461,2024-01-24T17:03:48.461,18.650,0.657,0.746,0.108,-0.000
1706108628471,2024-01-24T17:03:48.471,18.660,0.657,0.746,0.108,-0.000
1706108628481,2024-01-24T17:03:48.481,18.670,0.657,0.746,0.108,-0.000
1706108628491,2024-01-24T17:03:48.491,18.680,0.657,0.746,0.108,-0.000
1706108628501,2024-01-24T17:03:48.501,18.690,0.657,0.746,0.108,-0.000
1706108628511,2024-01-24T17:03:48.511,18.700,0.657,0.746,0.108,-0.000
1706108628521,2024-01-24T17:03:48.521,18.710,0.657,0.746,0.108,-0.000
1706108628531,2024-01-24T17:03:48.531,18.720,0.657,0.746,0.108,-0.000
1706108628541,2024-01-24T17:03:48.541,18.730,0.657,0.746,0.108,-0.000
1706108628551,2024-01-24T17:03:48.551,18.740,0.657,0.746,0.108,-0.000
1706108628561,2024-01-24T17:03:48.561,18.750,0.657,0.746,0.108,-0.000
1706108628571,2024-01-24T17:03:48.571,18.760,0.657,0.746,0.108,-0.000
1706108628581,2024-01-24T17:03:48.581,18.770,0.657,0.746,0.108,-0.000
1706108628591,2024-01-24T17:03:48.591,18.780,0.657,0.746,0.108,-0.000
1706108628601,2024-01-24T17:03:48.601,18.790,0.657,0.746,0.108,-0.000
1706108628611,2024-01-24T17:03:48.611,18.800,0.657,0.746,0.108,-0.000
1706108628621,2024-01-24T17:03:48.621,18.810,0.657,0.746,0.108,-0.000
1706108628631,2024-01-24T17:03:48.631,18.820,0.657,0.746,0.108,-0.000
1706108628641,2024-01-24T17:03:48.641,18.830,0.657,0.746,0.108,-0.000
1706108628651,2024-01-24T17:03:48.651,18.840,0.657,0.746,0.108,-0.000
1706108628661,2024-01-24T17:03:48.661,18.850,0.657,0.746,0.108,-0.000
1706108628671,2024-01-24T17:03:48.671,18.860,0.657,0.746,0.108,-0.000
1706108628681,2024-01-24T17:03:48.681,18.870,0.657,0.746,0.108,-0.000
1706108628691,2024-01-24T17:03:48.691,18.880,0.657,0.746,0.108,-0.000
1706108628701,2024-01-24T17:03:48.701,18.890,0.657,0.746,0.108,-0.000
1706108628711,2024-01-24T17:03:48.711,18.900,0.657,0.746,0.108,-0.000
1706108628721,2024-01-24T17:03:48.721,18.910,0.657,0.746,0.108,-0.000
1706108628731,2024-01-24T17:03:48.731,18.920,0.657,0.746,0.108,-0.000
1706108628741,2024-01-24T17:03:48.741,18.930,0.657,0.746,0.108,-0.000
1706108628751,2024-01-24T17:03:48.751,18.940,0.657,0.746,0.108,-0.000
1706108628761,2024-01-24T17:03:48.761,18.950,0.657,0.746,0.108,-0.000
1706108628771,2024-01-24T17:03:48.771,18.960,0.657,0.746,0.108,-0.000
1706108628781,2024-01-24T17:03:48.781,18.970,0.657,0.746,0.108,-0.000
1706108628791,2024-01-24T17:03:48.791,18.980,0.657,0.746,0.108,-0.000
1706108628801,2024-01-24T17:03:48.801,18.990,0.657,0.746,0.108,-0.000
1706108628811,2024-01-24T17:03:48.811,19.000,0.657,0.746,0.108,-0.000
1706108628821,2024-01-24T17:03:48.821,19.010,0.657,0.746,0.108,-0.000
1706108628831,2024-01-24T17:03:48.831,19.020,0.657,0.746,0.108,-0.000
1706108628841,2024-01-24T17:03:48.841,19.030,0.657,0.746,0.108,-0.000
1706108628851,2024-01-24T17:03:48.851,19.040,0.657,0.746,0.108,-0.000
1706108628861,2024-01-24T17:03:48.861,19.050,0.657,0.746,0.108,-0.000
1706108628871,2024-01-24T17:03:48.871,19.060,0.657,0.746,0.108,-0.000
1706108628881,2024-01-24T17:03:48.881,19.070,0.657,0.746,0.108,-0.000
1706108628891,2024-01-24T17:03:48.891,19.080,0.657,0.746,0.108,-0.000
1706108628901,2024-01-24T17:03:48.901,19.090,0.657,0.746,0.108,-0.000
1706108628911,2024-01-24T17:03:48.911,19.100,0.657,0.746,0.108,-0.000
1706108628921,2024-01-24T17:03:48.921,19.110,0.657,0.746,0.108,-0.000
1706108628931,2024-01-24T17:03:48.931,19.120,0.657,0.746,0.108,-0.000
1706108628941,2024-01-24T17:03:48.941,19.130,0.657,0.746,0.108,-0.000
1706108628951,2024-01-24T17:03:48.951,19.140,0.657,0.746,0.108,-0.000
1706108628961,2024-01-24T17:03:48.961,19.150,0.657,0.746,0.108,-0.000
1706108628971,2024-01-24T17:03:48.971,19.160,0.657,0.746,0.108,-0.000
1706108628981,2024-01-24T17:03:48.981,19.170,0.657,0.746,0.108,-0.000
1706108628991,2024-01-24T17:03:48.991,19.180,0.657,0.746,0.108,-0.000
1706108629001,2024-01-24T17:03:49.001,19.190,0.657,0.746,0.108,-0.000
1706108629011,2024-01-24T17:03:49.011,19.200,0.657,0.746,0.108,-0.000
1706108629021,2024-01-24T17:03:49.021,19.210,0.657,0.746,0.108,-0.000
1706108629031,2024-01-24T17:03:49.031,19.220,0.657,0.746,0.108,-0.000
1706108629041,2024-01-24T17:03:49.041,19.230,0.657,0.746,0.108,-0.000
1706108629051,2024-01-24T17:03:49.051,19.240,0.657,0.746,0.108,-0.000
1706108629061,2024-01-24T17:03:49.061,19.250,0.657,0.746,0.108,-0.000
1706108629071,2024-01-24T17:03:49.071,19.260,0.657,0.746,0.108,-0.000
1706108629081,2024-01-24T17:03:49.081,19.270,0.657,0.746,0.108,-0.000
1706108629091,2024-01-24T17:03:49.091,19.280,0.657,0.746,0.108,-0.000
1706108629101,2024-01-24T17:03:49.101,19.290,0.657,0.746,0.108,-0.000
1706108629111,2024-01-24T17:03:49.111,19.300,0.657,0.746,0.108,-0.000
1706108629121,2024-01-24T17:03:49.121,19.310,0.657,0.746,0.108,-0.000
1706108629131,2024-01-24T17:03:49.131,19.320,0.657,0.746,0.108,-0.000
1706108629141,2024-01-24T17:03:49.141,19.330,0.657,0.746,0.108,-0.000
1706108629151,2024-01-24T17:03:49.151,19.340,0.657,0.746,0.108,-0.000
1706108629161,2024-01-24T17:03:49.161,19.350,0.657,0.746,0.108,-0.000
1706108629171,2024-01-24T17:03:49.171,19.360,0.657,0.746,0.108,-0.000
1706108629181,2024-01-24T17:03:49.181,19.370,0.657,0.746,0.108,-0.000
1706108629191,2024-01-24T17:03:49.191,19.380,0.657,0.746,0.108,-0.000
1706108629201,2024-01-24T17:03:49.201,19.390,0.657,0.746,0.108,-0.000
1706108629211,2024-01-24T17:03:49.211,19.400,0.657,0.746,0.108,-0.000
1706108629221,2024-01-24T17:03:49.221,19.410,0.657,0.746,0.108,-0.000
1706108629231,2024-01-24T17:03:49.231,19.420,0.657,0.746,0.108,-0.000
1706108629241,2024-01-24T17:03:49.241,19.430,0.657,0.746,0.108,-0.000
1706108629251,2024-01-24T17:03:49.251,19.440,0.657,0.746,0.108,-0.000
1706108629261,2024-01-24T17:03:49.261,19.450,0.657,0.746,0.108,-0.000
1706108629271,2024-01-24T17:03:49.271,19.460,0.657,0.746,0.108,-0.000
1706108629281,2024-01-24T17:03:49.281,19.470,0.657,0.746,0.108,-0.000
1706108629291,2024-01-24T17:03:49.291,19.480,0.657,0.746,0.108,-0.000
1706108629301,2024-01-24T17:03:49.301,19.490,0.657,0.746,0.108,-0.000
1706108629311,2024-01-24T17:03:49.311,19.500,0.657,0.746,0.108,-0.000
1706108629321,2024-01-24T17:03:49.321,19.510,0.657,0.746,0.108,-0.000
1706108629331,2024-01-24T17:03:49.331,19.520,0.657,0.746,0.108,-0.000
1706108629341,2024-01-24T17:03:49.341,19.530,0.657,0.746,0.108,-0.000
1706108629351,2024-01-24T17:03:49.351,19.540,0.657,0.746,0.108,-0.000
1706108629361,2024-01-24T17:03:49.361,19.550,0.657,0.746,0.108,-0.000
1706108629371,2024-01-24T17:03:49.371,19.560,0.657,0.746,0.108,-0.000
1706108629381,2024-01-24T17:03:49.381,19.570,0.657,0.746,0.108,-0.000
1706108629391,2024-01-24T17:03:49.391,19.580,0.657,0.746,0.108,-0.000
1706108629401,2024-01-24T17:03:49.401,19.590,0.657,0.746,0.108,-0.000
1706108629411,2024-01-24T17:03:49.411,19.600,0.657,0.746,0.108,-0.000
1706108629421,2024-01-24T17:03:49.421,19.610,0.657,0.746,0.108,-0.000
1706108629431,2024-01-24T17:03:49.431,19.620,0.657,0.746,0.108,-0.000
1706108629441,2024-01-24T17:03:49.441,19.630,0.657,0.746,0.108,-0.000
1706108629451,2024-01-24T17:03:49.451,19.640,0.657,0.746,0.108,-0.000
1706108629461,2024-01-24T17:03:49.461,19.650,0.657,0.746,0.108,-0.000
1706108629471,2024-01-24T17:03:49.471,19.660,0.657,0.746,0.108,-0.000
1706108629481,2024-01-24T17:03:49.481,19.670,0.657,0.746,0.108,-0.000
1706108629491,2024-01-24T17:03:49.491,19.680,0.657,0.746,0.108,-0.000
1706108629501,2024-01-24T17:03:49.501,19.690,0.657,0.746,0.108,-0.000
1706108629511,2024-01-24T17:03:49.511,19.700,0.657,0.746,0.108,-0.000
1706108629521,2024-01-24T17:03:49.521,19.710,0.657,0.746,0.108,-0.000
1706108629531,2024-01-24T17:03:49.531,19.720,0.657,0.746,0.108,-0.000
1706108629541,2024-01-24T17:03:49.541,19.730,0.657,0.746,0.108,-0.000
1706108629551,2024-01-24T17:03:49.551,19.740,0.657,0.746,0.108,-0.000
1706108629561,2024-01-24T17:03:49.561,19.750,0.657,0.746,0.108,-0.000
1706108629571,2024-01-24T17:03:49.571,19.760,0.657,0.746,0.108,-0.000
1706108629581,2024-01-24T17:03:49.581,19.770,0.657,0.746,0.108,-0.000
1706108629591,2024-01-24T17:03:49.591,19.780,0.657,0.746,0.108,-0.000
1706108629601,2024-01-24T17:03:49.601,19.790,0.657,0.746,0.108,-0.000
1706108629611,2024-01-24T17:03:49.611,19.800,0.657,0.746,0.108,-0.000
1706108629621,2024-01-24T17:03:49.621,19.810,0.657,0.746,0.108,-0.000
1706108629631,2024-01-24T17:03:49.631,19.820,0.657,0.746,0.108,-0.000
1706108629641,2024-01-24T17:03:49.641,19.830,0.657,0.746,0.108,-0.000
1706108629651,2024-01-24T17:03:49.651,19.840,0.657,0.746,0.108,-0.000
1706108629661,2024-01-24T17:03:49.661,19.850,0.657,0.746,0.108,-0.000
1706108629671,2024-01-24T17:03:49.671,19.860,0.657,0.746,0.108,-0.000
1706108629681,2024-01-24T17:03:49.681,19.870,0.657,0.746,0.108,-0.000
1706108629691,2024-01-24T17:03:49.691,19.880,0.657,0.746,0.108,-0.000
1706108629701,2024-01-24T17:03:49.701,19.890,0.657,0.746,0.108,-0.000
1706108629711,2024-01-24T17:03:49.711,19.900,0.657,0.746,0.108,-0.000
1706108629721,2024-01-24T17:03:49.721,19.910,0.657,0.746,0.108,-0.000
1706108629731,2024-01-24T17:03:49.731,19.920,0.657,0.746,0.108,-0.000
1706108629741,2024-01-24T17:03:49.741,19.930,0.657,0.746,0.108,-0.000
1706108629751,2024-01-24T17:03:49.751,19.940,0.657,0.746,0.108,-0.000
1706108629761,2024-01-24T17:03:49.761,19.950,0.657,0.746,0.108,-0.000
1706108629771,2024-01-24T17:03:49.771,19.960,0.657,0.746,0.108,-0.000
1706108629781,2024-01-24T17:03:49.781,19.970,0.657,0.746,0.108,-0.000
1706108629791,2024-01-24T17:03:49.791,19.980,0.657,0.746,0.108,-0.000
1706108629801,2024-01-24T17:03:49.801,19.990,0.657,0.746,0.108,-0.000
1706108629811,2024-01-24T17:03:49.811,20.000,0.657,0.746,0.108,-0.000
1706108629821,2024-01-24T17:03:49.821,20.010,0.657,0.746,0.108,-0.000
1706108629831,2024-01-24T17:03:49.831,20.020,0.657,0.746,0.108,-0.000
1706108629841,2024-01-24T17:03:49.841,20.030,0.657,0.746,0.108,-0.000
