Device,MAC,Timestamp,Time(03:00),Elapsed(s),W(number),X(number),Y (number),Z (number)
MetaWear94,E25AD03D0194,Device,MAC,Timestamp,Time(03:00),Elapsed(s),W(number),X(number),Y,(number),Z,(number)
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151352,2024-02-08T12:45:51.352,54.62,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151362,2024-02-08T12:45:51.362,54.63,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151372,2024-02-08T12:45:51.372,54.64,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151382,2024-02-08T12:45:51.382,54.65,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151392,2024-02-08T12:45:51.392,54.66,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517342,2024-02-24T15:15:17.342,0.88,0.74820393,0.139147,-0.6487119,0.0013630387
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517352,2024-02-24T15:15:17.352,0.89,0.74820346,0.1391472,-0.6487124,0.0013629516
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517362,2024-02-24T15:15:17.362,0.9,0.7482031,0.13914733,-0.64871275,0.0013629172
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517372,2024-02-24T15:15:17.372,0.91,0.7482029,0.13914737,-0.648713,0.001362913
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517382,2024-02-24T15:15:17.382,0.92,0.74820286,0.13914731,-0.64871305,0.0013629834
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517392,2024-02-24T15:15:17.392,0.93,0.74820286,0.13914722,-0.64871305,0.0013630595
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517402,2024-02-24T15:15:17.402,0.94,0.7482028,0.1391472,-0.6487131,0.0013630884
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517412,2024-02-24T15:15:17.412,0.95,0.74820274,0.13914713,-0.6487133,0.00136319
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517422,2024-02-24T15:15:17.422,0.96,0.74820274,0.13914713,-0.64871335,0.0013631942
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517432,2024-02-24T15:15:17.432,0.97,0.74820274,0.13914719,-0.64871335,0.0013631519
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517442,2024-02-24T15:15:17.442,0.98,0.7482026,0.13914719,-0.64871335,0.0013631459
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517452,2024-02-24T15:15:17.452,0.99,0.74820244,0.13914722,-0.6487136,0.0013631667
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517462,2024-02-24T15:15:17.462,1.0,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517472,2024-02-24T15:15:17.472,1.01,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517482,2024-02-24T15:15:17.482,1.02,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517492,2024-02-24T15:15:17.492,1.03,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517502,2024-02-24T15:15:17.502,1.04,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517512,2024-02-24T15:15:17.512,1.05,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517522,2024-02-24T15:15:17.522,1.06,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517532,2024-02-24T15:15:17.532,1.07,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517542,2024-02-24T15:15:17.542,1.08,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517552,2024-02-24T15:15:17.552,1.09,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517562,2024-02-24T15:15:17.562,1.1,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517572,2024-02-24T15:15:17.572,1.11,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517582,2024-02-24T15:15:17.582,1.12,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517592,2024-02-24T15:15:17.592,1.13,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517602,2024-02-24T15:15:17.602,1.14,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517612,2024-02-24T15:15:17.612,1.15,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517622,2024-02-24T15:15:17.622,1.16,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517632,2024-02-24T15:15:17.632,1.17,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517642,2024-02-24T15:15:17.642,1.18,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517652,2024-02-24T15:15:17.652,1.19,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517662,2024-02-24T15:15:17.662,1.2,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517672,2024-02-24T15:15:17.672,1.21,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517682,2024-02-24T15:15:17.682,1.22,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517692,2024-02-24T15:15:17.692,1.23,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517702,2024-02-24T15:15:17.702,1.24,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517712,2024-02-24T15:15:17.712,1.25,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517722,2024-02-24T15:15:17.722,1.26,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517732,2024-02-24T15:15:17.732,1.27,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517742,2024-02-24T15:15:17.742,1.28,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517752,2024-02-24T15:15:17.752,1.29,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517762,2024-02-24T15:15:17.762,1.3,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517772,2024-02-24T15:15:17.772,1.31,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517782,2024-02-24T15:15:17.782,1.32,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517792,2024-02-24T15:15:17.792,1.33,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517802,2024-02-24T15:15:17.802,1.34,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517812,2024-02-24T15:15:17.812,1.35,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517822,2024-02-24T15:15:17.822,1.36,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517832,2024-02-24T15:15:17.832,1.37,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517842,2024-02-24T15:15:17.842,1.38,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517852,2024-02-24T15:15:17.852,1.39,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517862,2024-02-24T15:15:17.862,1.4,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517872,2024-02-24T15:15:17.872,1.41,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517882,2024-02-24T15:15:17.882,1.42,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517892,2024-02-24T15:15:17.892,1.43,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517902,2024-02-24T15:15:17.902,1.44,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517912,2024-02-24T15:15:17.912,1.45,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517922,2024-02-24T15:15:17.922,1.46,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517932,2024-02-24T15:15:17.932,1.47,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517962,2024-02-24T15:15:17.962,1.5,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517972,2024-02-24T15:15:17.972,1.51,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517982,2024-02-24T15:15:17.982,1.52,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151402,2024-02-08T12:45:51.402,54.67,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151412,2024-02-08T12:45:51.412,54.68,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151422,2024-02-08T12:45:51.422,54.69,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517012,2024-02-24T15:15:17.012,0.55,0.74821335,0.1391436,-0.6487018,0.0013641092
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517022,2024-02-24T15:15:17.022,0.56,0.74821216,0.13914348,-0.64870316,0.0013644613
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517032,2024-02-24T15:15:17.032,0.57,0.7482114,0.13914351,-0.64870405,0.0013646008
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517042,2024-02-24T15:15:17.042,0.58,0.74821085,0.13914366,-0.6487047,0.0013645875
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517052,2024-02-24T15:15:17.052,0.59,0.7482105,0.13914378,-0.6487051,0.0013645638
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517062,2024-02-24T15:15:17.062,0.6,0.74821013,0.13914396,-0.6487055,0.0013644657
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517072,2024-02-24T15:15:17.072,0.61,0.7482094,0.1391445,-0.6487062,0.0013641316
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517082,2024-02-24T15:15:17.082,0.62,0.7482086,0.13914496,-0.6487071,0.0013638961
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517092,2024-02-24T15:15:17.092,0.63,0.7482075,0.1391454,-0.6487082,0.0013637232
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517102,2024-02-24T15:15:17.102,0.64,0.74820703,0.13914545,-0.64870876,0.0013637822
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517112,2024-02-24T15:15:17.112,0.65,0.7482066,0.13914527,-0.6487092,0.001364011
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517122,2024-02-24T15:15:17.122,0.66,0.74820644,0.13914528,-0.64870936,0.0013640372
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517132,2024-02-24T15:15:17.132,0.67,0.7482062,0.13914528,-0.6487096,0.0013640852
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517142,2024-02-24T15:15:17.142,0.68,0.74820614,0.1391453,-0.6487097,0.0013640907
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517152,2024-02-24T15:15:17.152,0.69,0.74820596,0.1391453,-0.64870995,0.001364133
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517162,2024-02-24T15:15:17.162,0.7,0.7482058,0.13914531,-0.64871013,0.0013641529
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517172,2024-02-24T15:15:17.172,0.71,0.7482056,0.13914533,-0.6487103,0.0013641724
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517182,2024-02-24T15:15:17.182,0.72,0.74820554,0.13914531,-0.64871037,0.0013641868
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517192,2024-02-24T15:15:17.192,0.73,0.74820554,0.13914527,-0.64871037,0.0013642269
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517202,2024-02-24T15:15:17.202,0.74,0.74820554,0.13914524,-0.64871037,0.0013642496
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517212,2024-02-24T15:15:17.212,0.75,0.74820566,0.13914491,-0.6487103,0.001364521
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517222,2024-02-24T15:15:17.222,0.76,0.74820566,0.13914491,-0.6487103,0.0013645244
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517232,2024-02-24T15:15:17.232,0.77,0.7482056,0.13914497,-0.64871037,0.0013644841
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517242,2024-02-24T15:15:17.242,0.78,0.7482056,0.139145,-0.64871037,0.0013644617
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517252,2024-02-24T15:15:17.252,0.79,0.7482056,0.1391451,-0.64871037,0.0013643746
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517262,2024-02-24T15:15:17.262,0.8,0.74820536,0.13914531,-0.64871055,0.0013642312
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517272,2024-02-24T15:15:17.272,0.81,0.7482052,0.13914546,-0.6487107,0.0013641377
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517282,2024-02-24T15:15:17.282,0.82,0.7482049,0.13914572,-0.648711,0.0013639691
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517292,2024-02-24T15:15:17.292,0.83,0.7482045,0.13914613,-0.6487113,0.0013636624
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517302,2024-02-24T15:15:17.302,0.84,0.7482043,0.13914648,-0.6487115,0.0013633984
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517312,2024-02-24T15:15:17.312,0.85,0.7482043,0.1391465,-0.6487116,0.0013633985
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517012,2024-02-24T15:15:17.012,0.55,0.74821335,0.1391436,-0.6487018,0.0013641092
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517022,2024-02-24T15:15:17.022,0.56,0.74821216,0.13914348,-0.64870316,0.0013644613
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517032,2024-02-24T15:15:17.032,0.57,0.7482114,0.13914351,-0.64870405,0.0013646008
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517042,2024-02-24T15:15:17.042,0.58,0.74821085,0.13914366,-0.6487047,0.0013645875
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517052,2024-02-24T15:15:17.052,0.59,0.7482105,0.13914378,-0.6487051,0.0013645638
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517062,2024-02-24T15:15:17.062,0.6,0.74821013,0.13914396,-0.6487055,0.0013644657
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517072,2024-02-24T15:15:17.072,0.61,0.7482094,0.1391445,-0.6487062,0.0013641316
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517082,2024-02-24T15:15:17.082,0.62,0.7482086,0.13914496,-0.6487071,0.0013638961
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517092,2024-02-24T15:15:17.092,0.63,0.7482075,0.1391454,-0.6487082,0.0013637232
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517102,2024-02-24T15:15:17.102,0.64,0.74820703,0.13914545,-0.64870876,0.0013637822
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517112,2024-02-24T15:15:17.112,0.65,0.7482066,0.13914527,-0.6487092,0.001364011
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517122,2024-02-24T15:15:17.122,0.66,0.74820644,0.13914528,-0.64870936,0.0013640372
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517132,2024-02-24T15:15:17.132,0.67,0.7482062,0.13914528,-0.6487096,0.0013640852
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517142,2024-02-24T15:15:17.142,0.68,0.74820614,0.1391453,-0.6487097,0.0013640907
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517152,2024-02-24T15:15:17.152,0.69,0.74820596,0.1391453,-0.64870995,0.001364133
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517162,2024-02-24T15:15:17.162,0.7,0.7482058,0.13914531,-0.64871013,0.0013641529
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517172,2024-02-24T15:15:17.172,0.71,0.7482056,0.13914533,-0.6487103,0.0013641724
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517182,2024-02-24T15:15:17.182,0.72,0.74820554,0.13914531,-0.64871037,0.0013641868
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517192,2024-02-24T15:15:17.192,0.73,0.74820554,0.13914527,-0.64871037,0.0013642269
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517202,2024-02-24T15:15:17.202,0.74,0.74820554,0.13914524,-0.64871037,0.0013642496
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517212,2024-02-24T15:15:17.212,0.75,0.74820566,0.13914491,-0.6487103,0.001364521
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517222,2024-02-24T15:15:17.222,0.76,0.74820566,0.13914491,-0.6487103,0.0013645244
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517232,2024-02-24T15:15:17.232,0.77,0.7482056,0.13914497,-0.64871037,0.0013644841
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517242,2024-02-24T15:15:17.242,0.78,0.7482056,0.139145,-0.64871037,0.0013644617
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517252,2024-02-24T15:15:17.252,0.79,0.7482056,0.1391451,-0.64871037,0.0013643746
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517262,2024-02-24T15:15:17.262,0.8,0.74820536,0.13914531,-0.64871055,0.0013642312
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517272,2024-02-24T15:15:17.272,0.81,0.7482052,0.13914546,-0.6487107,0.0013641377
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517282,2024-02-24T15:15:17.282,0.82,0.7482049,0.13914572,-0.648711,0.0013639691
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517292,2024-02-24T15:15:17.292,0.83,0.7482045,0.13914613,-0.6487113,0.0013636624
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517302,2024-02-24T15:15:17.302,0.84,0.7482043,0.13914648,-0.6487115,0.0013633984
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517312,2024-02-24T15:15:17.312,0.85,0.7482043,0.1391465,-0.6487116,0.0013633985
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780517322,2024-02-24T15:15:17.322,0.86,0.7482041,0.13914655,-0.6487118,0.001363397
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518342,2024-02-24T15:15:18.342,1.88,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518352,2024-02-24T15:15:18.352,1.89,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518362,2024-02-24T15:15:18.362,1.9,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151432,2024-02-08T12:45:51.432,54.7,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151462,2024-02-08T12:45:51.462,54.73,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151472,2024-02-08T12:45:51.472,54.74,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151482,2024-02-08T12:45:51.482,54.75,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151502,2024-02-08T12:45:51.502,54.77,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518512,2024-02-24T15:15:18.512,2.05,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518522,2024-02-24T15:15:18.522,2.06,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518532,2024-02-24T15:15:18.532,2.07,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518542,2024-02-24T15:15:18.542,2.08,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518562,2024-02-24T15:15:18.562,2.1,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518572,2024-02-24T15:15:18.572,2.11,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518582,2024-02-24T15:15:18.582,2.12,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518592,2024-02-24T15:15:18.592,2.13,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518602,2024-02-24T15:15:18.602,2.14,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518612,2024-02-24T15:15:18.612,2.15,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518622,2024-02-24T15:15:18.622,2.16,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151512,2024-02-08T12:45:51.512,54.78,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151522,2024-02-08T12:45:51.522,54.79,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151532,2024-02-08T12:45:51.532,54.8,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151542,2024-02-08T12:45:51.542,54.81,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151552,2024-02-08T12:45:51.552,54.82,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1707389151562,2024-02-08T12:45:51.562,54.83,0.6023367,0.0031051221,-0.7980152,-0.018776616
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518632,2024-02-24T15:15:18.632,2.17,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518672,2024-02-24T15:15:18.672,2.21,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518682,2024-02-24T15:15:18.682,2.22,0.7482023,0.13914718,-0.6487137,0.0013632276
MetaWear94,E25AD03D0194,MetaWear94,E25AD03D0194,1708780518692,2024-02-24T15:15:18.692,2.23,0.7482023,0.13914718,-0.6487137,0.0013632276
