Device,MAC,Timestamp,Time(03:00),Elapsed(s),X(number),Y(number),Z (number)
NameE1:55:61:CB:91:61,E15561CB9161,1714035522042,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522142,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522240,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522289,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522334,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522384,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522533,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522676,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
ameE1:55:61:CB:91:61,E15561CB9161,1714035522728,null,null,0.999955,-0.009307774,-0.0018128338,9.217288E-7
