1713363269145,2024-04-17T17:14:29,0.2,0.030785417,0.0030594738,0.00329848450
1713363269275,2024-04-17T17:14:29,0.33,0.031808950,0.0058952900,0.00197303460
1713363269495,2024-04-17T17:14:29,0.55,0.032443587,0.0017212603,0.00704717730
1713363269735,2024-04-17T17:14:29,0.79,0.033793970,0.0051517220,0.00566745100
1713363269935,2024-04-17T17:14:29,0.99,0.032183256,0.0041751484,0.00592461040
1713363270025,2024-04-17T17:14:30,1.08,0.031137940,0.0036868432,0.00481182900
1713363269145,2024-04-17T17:14:29,0.2,0.030785417,0.0030594738,0.00329848450
1713363269275,2024-04-17T17:14:29,0.33,0.031808950,0.0058952900,0.00197303460
1713363270525,2024-04-17T17:14:30,1.58,0.033284200,0.0024322383,0.00779530400
1713363269735,2024-04-17T17:14:29,0.79,0.033793970,0.0051517220,0.00566745100
1713363269935,2024-04-17T17:14:29,0.99,0.032183256,0.0041751484,0.00592461040
1713363270025,2024-04-17T17:14:30,1.08,0.031137940,0.0036868432,0.00481182900
1713363271265,2024-04-17T17:14:31,2.32,0.034020750,0.0052732085,0.00361856300
1713363271315,2024-04-17T17:14:31,2.37,0.033044190,0.0038083664,0.00117715930
1713363271515,2024-04-17T17:14:31,2.57,0.032692640,0.0023435240,0.00342502800
1713363271585,2024-04-17T17:14:31,2.64,0.031313375,0.0042966470,0.00104841540
1713363271615,2024-04-17T17:14:31,2.67,0.033266500,0.0033200856,0.00153669620
1713363271745,2024-04-17T17:14:31,2.8,0.032846875,0.0047848793,0.00119569710
1713363271905,2024-04-17T17:14:31,2.96,0.035776560,0.0047848793,-0.00075700000
1713363272185,2024-04-17T17:14:32,3.24,0.034799997,0.0038083177,0.00217225870
1713363272205,2024-04-17T17:14:32,3.26,0.029428909,0.0033200370,0.00363710100
1713363272305,2024-04-17T17:14:32,3.36,0.033360247,0.0082028440,0.00156006000
1713363272365,2024-04-17T17:14:32,3.42,0.034825087,0.0062497095,-0.00136962460
1713363272405,2024-04-17T17:14:32,3.46,0.032871965,0.0047848670,0.00009520000
1713363271515,2024-04-17T17:14:31,2.57,0.032692640,0.0023435240,0.00342502800
1713363271585,2024-04-17T17:14:31,2.64,0.031313375,0.0042966470,0.00104841540
1713363271615,2024-04-17T17:14:31,2.67,0.033266500,0.0033200856,0.00153669620
1713363271745,2024-04-17T17:14:31,2.8,0.032846875,0.0047848793,0.00119569710
1713363271905,2024-04-17T17:14:31,2.96,0.035776560,0.0047848793,-0.00075700000
1713363273095,2024-04-17T17:14:33,4.15,0.035298100,-0.0014594208,-0.00039300000
1713363273175,2024-04-17T17:14:33,4.23,0.032856695,0.0004940000,0.00204830430
1713363273235,2024-04-17T17:14:33,4.29,0.032368414,-0.0009710000,0.00156002350
1713363273365,2024-04-17T17:14:33,4.42,0.035298100,-0.0014594208,-0.00039309960
1713363273635,2024-04-17T17:14:33,4.69,0.034321540,-0.0014594208,-0.00039300000
1713363273685,2024-04-17T17:14:33,4.74,0.036762940,-0.0019477016,0.00107174270
1713363273785,2024-04-17T17:14:33,4.84,0.035786383,-0.0053656670,-0.00185794190
1713363273865,2024-04-17T17:14:33,4.92,0.034321540,-0.0034125438,-0.00185794190
1713363273885,2024-04-17T17:14:33,4.94,0.034321540,-0.0029242630,-0.00234622280
1713363273635,2024-04-17T17:14:33,4.69,0.034321540,-0.0014594208,-0.00039300000
1713363273685,2024-04-17T17:14:33,4.74,0.036762940,-0.0019477016,0.00107174270
1713363273785,2024-04-17T17:14:33,4.84,0.035786383,-0.0053656670,-0.00185794190
1713363273865,2024-04-17T17:14:33,4.92,0.034321540,-0.0034125438,-0.00185794190
1713363273885,2024-04-17T17:14:33,4.94,0.034321540,-0.0029242630,-0.00234622280
1713363273985,2024-04-17T17:14:33,5.04,0.036274660,-0.0034125438,-0.00136966110
1713363275045,2024-04-17T17:14:35,6.1,0.034254536,-0.0019502908,-0.00150186940
1713363275395,2024-04-17T17:14:35,6.45,0.034244520,-0.0033088536,-0.00690507380
1713363275635,2024-04-17T17:14:35,6.69,0.034287114,-0.0028205605,-0.00369343180
1713363275875,2024-04-17T17:14:35,6.93,0.035376094,-0.0072150880,-0.00423844440
1713363276055,2024-04-17T17:14:36,7.11,0.036561444,-0.0057502940,-0.00036400000
1713363276155,2024-04-17T17:14:36,7.21,0.032066850,-0.0011418462,-0.00165260340
1713363276255,2024-04-17T17:14:36,7.31,0.035973098,-0.0050481046,-0.00507056900
1713363276345,2024-04-17T17:14:36,7.4,0.035484817,-0.0060246660,-0.00507056900
1713363276355,2024-04-17T17:14:36,7.41,0.035484817,-0.0035832622,-0.00409400740
1713363276455,2024-04-17T17:14:36,7.51,0.033531692,-0.0035832622,-0.00653541100
1713363276535,2024-04-17T17:14:36,7.59,0.035973098,-0.0026067006,-0.00897681500
1713363276675,2024-04-17T17:14:36,7.73,0.033197160,-0.0084670910,-0.00212391440
1713363276725,2024-04-17T17:14:36,7.78,0.037698466,-0.0062323753,-0.00562107600
1713363276845,2024-04-17T17:14:36,7.9,0.037252100,-0.0016162570,-0.00898007300
1713363276935,2024-04-17T17:14:36,7.99,0.034298588,-0.0043924483,-0.01061049100
1713363276945,2024-04-17T17:14:36,8,0.032775104,-0.0007680000,-0.00754656880
1713363277045,2024-04-17T17:14:37,8.1,0.036564070,-0.0043657175,-0.00929311300
1713363277105,2024-04-17T17:14:37,8.16,0.037067620,-0.0078869965,-0.00489853740
1713363277205,2024-04-17T17:14:37,8.26,0.037876330,-0.0071056110,-0.00929311300
1713363277265,2024-04-17T17:14:37,8.32,0.039732790,-0.0057806230,-0.01026973600
1713363277425,2024-04-17T17:14:37,8.48,0.037964050,-0.0045241583,-0.01116323600
1713363277895,2024-04-17T17:14:37,8.95,0.029667651,-0.0023681156,0.00032300000
1713363277935,2024-04-17T17:14:37,8.99,0.048310526,-0.0039666006,-0.01681812900
1713363278035,2024-04-17T17:14:38,9.09,0.028675920,-0.0173954760,-0.00638433700
1713363278065,2024-04-17T17:14:38,9.12,0.021928484,-0.0050141043,0.00695046460
1713363277895,2024-04-17T17:14:37,8.95,0.029667651,-0.0023681156,0.00032300000
1713363277935,2024-04-17T17:14:37,8.99,0.048310526,-0.0039666006,-0.01681812900
1713363278035,2024-04-17T17:14:38,9.09,0.028675920,-0.0173954760,-0.00638433700
1713363278065,2024-04-17T17:14:38,9.12,0.021928484,-0.0050141043,0.00695046460
1713363279285,2024-04-17T17:14:39,10.34,0.305406930,-0.1948506200,0.18525623000
1713363279465,2024-04-17T17:14:39,10.52,0.067595140,-0.0096383300,-0.03124591000
1713363279635,2024-04-17T17:14:39,10.69,0.041321527,-0.0065325424,0.01013721150
