1708781419649,2024-02-24T15:30:19,1E-07,0.7294632,0.12935261,-0.6716779,1E-06
1708781419659,2024-02-24T15:30:19,0.01,0.7294529,0.1294109,-0.6716779,5.37E-05
1708781419669,2024-02-24T15:30:19,0.02,0.7294405,0.1294801,-0.671678,1.17E-04
1708781419679,2024-02-24T15:30:19,0.03,0.7294405,0.12948011,-0.671678,1.17E-04
1708781419689,2024-02-24T15:30:19,0.04,0.72943366,0.12951869,-0.671678,1.52E-04
1708781419699,2024-02-24T15:30:19,0.05,0.7294259,0.12956168,-0.6716781,1.92E-04
1708781419709,2024-02-24T15:30:19,0.06,0.7294172,0.12960808,-0.67167866,2.34E-04
1708781419719,2024-02-24T15:30:19,0.07,0.72940856,0.12965098,-0.6716798,2.72E-04
1708781419729,2024-02-24T15:30:19,0.08,0.7293989,0.12969153,-0.6716825,3.07E-04
1708781419739,2024-02-24T15:30:19,0.09,0.72938955,0.12973501,-0.67168427,3.45E-04
1708781419749,2024-02-24T15:30:19,0.1,0.7293808,0.12977879,-0.67168534,3.84E-04
1708781419759,2024-02-24T15:30:19,0.11,0.7293735,0.12981789,-0.67168564,4.18E-04
1708781419769,2024-02-24T15:30:19,0.12,0.72936624,0.12985766,-0.67168576,4.53E-04
1708781419779,2024-02-24T15:30:19,0.13,0.7293578,0.12990423,-0.67168593,4.95E-04
1708781419789,2024-02-24T15:30:19,0.14,0.72934914,0.12995104,-0.67168623,5.37E-04
1708781419799,2024-02-24T15:30:19,0.15,0.7293491,0.12995155,-0.6716862,5.37E-04
1708781419809,2024-02-24T15:30:19,0.16,0.7293415,0.12999405,-0.6716861,5.75E-04
1708781419819,2024-02-24T15:30:19,0.17,0.7293333,0.13004115,-0.67168593,6.18E-04
1708781419829,2024-02-24T15:30:19,0.18,0.72932655,0.13007991,-0.6716857,6.53E-04
1708781419839,2024-02-24T15:30:19,0.19,0.72931904,0.13012227,-0.6716855,6.91E-04
1708781419849,2024-02-24T15:30:19,0.2,0.72931135,0.1301654,-0.67168546,7.30E-04
1708781419859,2024-02-24T15:30:19,0.21,0.72930443,0.13020417,-0.6716854,7.65E-04
1708781419869,2024-02-24T15:30:19,0.22,0.7292976,0.13024366,-0.6716851,8.01E-04
1708781419879,2024-02-24T15:30:19,0.23,0.72929066,0.1302824,-0.67168504,8.36E-04
1708781419889,2024-02-24T15:30:19,0.24,0.72928363,0.13032123,-0.6716851,8.71E-04
1708781419899,2024-02-24T15:30:19,0.25,0.7292767,0.13036022,-0.67168504,9.06E-04
1708781419909,2024-02-24T15:30:19,0.26,0.72926915,0.1304026,-0.671685,9.45E-04
1708781420019,2024-02-24T15:30:20,0.37,0.7292103,0.13072926,-0.6716849,0.0012417274
1708781420029,2024-02-24T15:30:20,0.38,0.72920257,0.1307721,-0.6716849,0.001280975
1708781420039,2024-02-24T15:30:20,0.39,0.7292028,0.13077247,-0.6716846,0.0012805819
1708781420049,2024-02-24T15:30:20,0.4,0.72919595,0.13081107,-0.6716845,0.0013157418
1708781420059,2024-02-24T15:30:20,0.41,0.72918797,0.13085422,-0.6716847,0.0013547514
1708781420069,2024-02-24T15:30:20,0.42,0.7291878,0.13085452,-0.6716848,0.0013544959
1708781420079,2024-02-24T15:30:20,0.43,0.7291808,0.13089298,-0.6716848,0.0013897954
1708781420089,2024-02-24T15:30:20,0.44,0.7291725,0.13093965,-0.6716847,0.0014326653
1708781420099,2024-02-24T15:30:20,0.45,0.72916496,0.13098189,-0.6716846,0.0014715232
1708781420109,2024-02-24T15:30:20,0.46,0.7291579,0.13102075,-0.6716845,0.0015072624
1708781420119,2024-02-24T15:30:20,0.47,0.729151,0.13105978,-0.6716843,0.001542832
1708781420129,2024-02-24T15:30:20,0.48,0.72915095,0.13106,-0.6716843,0.0015426192
1708781420139,2024-02-24T15:30:20,0.49,0.7291437,0.13109945,-0.6716845,0.0015778757
1708781420149,2024-02-24T15:30:20,0.5,0.7291354,0.13114628,-0.67168427,0.0016195658
1708781420159,2024-02-24T15:30:20,0.51,0.72913563,0.13114716,-0.6716838,0.0016186694
1708781420169,2024-02-24T15:30:20,0.52,0.7291355,0.13114808,-0.67168367,0.001617807
1708781420179,2024-02-24T15:30:20,0.53,0.72913533,0.1311489,-0.6716837,0.0016170614
1708781420189,2024-02-24T15:30:20,0.54,0.7291351,0.13114956,-0.6716839,0.0016164893
1708781420199,2024-02-24T15:30:20,0.55,0.72913516,0.13114971,-0.67168385,0.0016163496
1708781420209,2024-02-24T15:30:20,0.56,0.7291353,0.13114972,-0.6716837,0.0016163092
1708781420219,2024-02-24T15:30:20,0.57,0.72913563,0.13115007,-0.6716833,0.0016159165
1708781420229,2024-02-24T15:30:20,0.58,0.7291358,0.13115051,-0.67168295,0.001615429
1708781420239,2024-02-24T15:30:20,0.59,0.72913593,0.13115086,-0.6716827,0.0016150725
1708781420249,2024-02-24T15:30:20,0.6,0.72913593,0.13115098,-0.6716827,0.0016149571
1708781420259,2024-02-24T15:30:20,0.61,0.72913605,0.13115108,-0.6716826,0.0016148392
1708781420269,2024-02-24T15:30:20,0.62,0.72913635,0.13115142,-0.67168224,0.0016144592
1708781420279,2024-02-24T15:30:20,0.63,0.7291365,0.1311516,-0.67168194,0.0016142478
