epoch (ms),time (03:00),elapsed (s),w (number),x (number),y (number), z (number)
1706108618529,2024-01-24T17:03:38.529,8.630,1.000,0.004,0.014,0.000
1706108618539,2024-01-24T17:03:38.539,8.640,1.000,0.004,0.014,0.000
1706108618549,2024-01-24T17:03:38.549,8.650,1.000,0.004,0.014,0.000
1706108618559,2024-01-24T17:03:38.559,8.660,1.000,0.004,0.014,0.000
1706108618569,2024-01-24T17:03:38.569,8.670,1.000,0.004,0.014,0.000
1706108618579,2024-01-24T17:03:38.579,8.680,1.000,0.004,0.014,0.000
1706108618589,2024-01-24T17:03:38.589,8.690,1.000,0.004,0.014,0.000
1706108618599,2024-01-24T17:03:38.599,8.700,1.000,0.004,0.014,0.000
1706108618609,2024-01-24T17:03:38.609,8.710,1.000,0.004,0.014,0.000
1706108618619,2024-01-24T17:03:38.619,8.720,1.000,0.004,0.014,0.000
1706108618629,2024-01-24T17:03:38.629,8.730,1.000,0.004,0.014,0.000
1706108618639,2024-01-24T17:03:38.639,8.740,1.000,0.004,0.014,0.000
1706108618649,2024-01-24T17:03:38.649,8.750,1.000,0.004,0.014,0.000
1706108618659,2024-01-24T17:03:38.659,8.760,1.000,0.004,0.014,0.000
1706108618669,2024-01-24T17:03:38.669,8.770,1.000,0.004,0.014,0.000
1706108618679,2024-01-24T17:03:38.679,8.780,1.000,0.004,0.014,0.000
1706108618689,2024-01-24T17:03:38.689,8.790,1.000,0.004,0.014,0.000
1706108618699,2024-01-24T17:03:38.699,8.800,1.000,0.004,0.014,0.000
1706108618709,2024-01-24T17:03:38.709,8.810,1.000,0.004,0.014,0.000
1706108618719,2024-01-24T17:03:38.719,8.820,1.000,0.004,0.014,0.000
1706108618729,2024-01-24T17:03:38.729,8.830,1.000,0.004,0.014,0.000
1706108618739,2024-01-24T17:03:38.739,8.840,1.000,0.004,0.014,0.000
1706108618749,2024-01-24T17:03:38.749,8.850,1.000,0.004,0.014,0.000
1706108618759,2024-01-24T17:03:38.759,8.860,1.000,0.004,0.014,0.000
1706108618769,2024-01-24T17:03:38.769,8.870,1.000,0.004,0.014,0.000
1706108618779,2024-01-24T17:03:38.779,8.880,1.000,0.004,0.014,0.000
1706108618789,2024-01-24T17:03:38.789,8.890,1.000,0.004,0.014,0.000
1706108618799,2024-01-24T17:03:38.799,8.900,1.000,0.004,0.014,0.000
1706108618809,2024-01-24T17:03:38.809,8.910,1.000,0.004,0.014,0.000
1706108618819,2024-01-24T17:03:38.819,8.920,1.000,0.004,0.014,0.000
1706108618829,2024-01-24T17:03:38.829,8.930,1.000,0.004,0.014,0.000
1706108618839,2024-01-24T17:03:38.839,8.940,1.000,0.004,0.014,0.000
1706108618849,2024-01-24T17:03:38.849,8.950,1.000,0.004,0.014,0.000
1706108618859,2024-01-24T17:03:38.859,8.960,1.000,0.004,0.014,0.000
1706108618869,2024-01-24T17:03:38.869,8.970,1.000,0.004,0.014,0.000
1706108618879,2024-01-24T17:03:38.879,8.980,1.000,0.004,0.014,0.000
1706108618889,2024-01-24T17:03:38.889,8.990,1.000,0.004,0.014,0.000
1706108618899,2024-01-24T17:03:38.899,9.000,1.000,0.004,0.014,0.000
1706108618909,2024-01-24T17:03:38.909,9.010,1.000,0.004,0.014,0.000
1706108618919,2024-01-24T17:03:38.919,9.020,1.000,0.004,0.014,0.000
1706108618929,2024-01-24T17:03:38.929,9.030,1.000,0.004,0.014,0.000
1706108618939,2024-01-24T17:03:38.939,9.040,1.000,0.004,0.014,0.000
1706108618949,2024-01-24T17:03:38.949,9.050,1.000,0.004,0.014,0.000
1706108618959,2024-01-24T17:03:38.959,9.060,1.000,0.004,0.014,0.000
1706108618969,2024-01-24T17:03:38.969,9.070,1.000,0.004,0.014,0.000
1706108618979,2024-01-24T17:03:38.979,9.080,1.000,0.004,0.014,0.000
1706108618989,2024-01-24T17:03:38.989,9.090,1.000,0.004,0.014,0.000
1706108618999,2024-01-24T17:03:38.999,9.100,1.000,0.004,0.014,0.000
1706108619009,2024-01-24T17:03:39.009,9.110,1.000,0.004,0.014,0.000
1706108619019,2024-01-24T17:03:39.019,9.120,1.000,0.004,0.014,0.000
1706108619029,2024-01-24T17:03:39.029,9.130,1.000,0.004,0.014,0.000
1706108619039,2024-01-24T17:03:39.039,9.140,1.000,0.004,0.014,0.000
1706108619049,2024-01-24T17:03:39.049,9.150,1.000,0.004,0.014,0.000
1706108619059,2024-01-24T17:03:39.059,9.160,1.000,0.004,0.014,0.000
1706108619069,2024-01-24T17:03:39.069,9.170,1.000,0.004,0.014,0.000
1706108619079,2024-01-24T17:03:39.079,9.180,1.000,0.004,0.014,0.000
1706108619089,2024-01-24T17:03:39.089,9.190,1.000,0.004,0.014,0.000
1706108619099,2024-01-24T17:03:39.099,9.200,1.000,0.004,0.014,0.000
1706108619109,2024-01-24T17:03:39.109,9.210,1.000,0.004,0.014,0.000
1706108619119,2024-01-24T17:03:39.119,9.220,1.000,0.004,0.014,0.000
1706108619129,2024-01-24T17:03:39.129,9.230,1.000,0.004,0.014,0.000
1706108619139,2024-01-24T17:03:39.139,9.240,1.000,0.004,0.014,0.000
1706108619149,2024-01-24T17:03:39.149,9.250,1.000,0.004,0.014,0.000
1706108619159,2024-01-24T17:03:39.159,9.260,1.000,0.004,0.014,0.000
1706108619169,2024-01-24T17:03:39.169,9.270,1.000,0.004,0.014,0.000
1706108619179,2024-01-24T17:03:39.179,9.280,1.000,0.004,0.014,0.000
1706108619189,2024-01-24T17:03:39.189,9.290,1.000,0.004,0.014,0.000
1706108619199,2024-01-24T17:03:39.199,9.300,1.000,0.004,0.014,0.000
1706108619209,2024-01-24T17:03:39.209,9.310,1.000,0.004,0.014,0.000
1706108619219,2024-01-24T17:03:39.219,9.320,1.000,0.004,0.014,0.000
1706108619229,2024-01-24T17:03:39.229,9.330,1.000,0.004,0.014,0.000
1706108619239,2024-01-24T17:03:39.239,9.340,1.000,0.004,0.014,0.000
1706108619249,2024-01-24T17:03:39.249,9.350,1.000,0.004,0.014,0.000
1706108619259,2024-01-24T17:03:39.259,9.360,1.000,0.004,0.014,0.000
1706108619269,2024-01-24T17:03:39.269,9.370,1.000,0.004,0.014,0.000
1706108619279,2024-01-24T17:03:39.279,9.380,1.000,0.004,0.014,0.000
1706108619289,2024-01-24T17:03:39.289,9.390,1.000,0.004,0.014,0.000
1706108619299,2024-01-24T17:03:39.299,9.400,1.000,0.004,0.014,0.000
1706108619309,2024-01-24T17:03:39.309,9.410,1.000,0.004,0.014,0.000
1706108619319,2024-01-24T17:03:39.319,9.420,1.000,0.004,0.014,0.000
1706108619329,2024-01-24T17:03:39.329,9.430,1.000,0.004,0.014,0.000
1706108619339,2024-01-24T17:03:39.339,9.440,1.000,0.004,0.014,0.000
1706108619349,2024-01-24T17:03:39.349,9.450,1.000,0.004,0.014,0.000
1706108619359,2024-01-24T17:03:39.359,9.460,1.000,0.004,0.014,0.000
1706108619369,2024-01-24T17:03:39.369,9.470,1.000,0.004,0.014,0.000
1706108619379,2024-01-24T17:03:39.379,9.480,1.000,0.004,0.014,0.000
1706108619389,2024-01-24T17:03:39.389,9.490,1.000,0.004,0.014,0.000
1706108619399,2024-01-24T17:03:39.399,9.500,1.000,0.004,0.014,0.000
1706108619409,2024-01-24T17:03:39.409,9.510,1.000,0.004,0.014,0.000
1706108619419,2024-01-24T17:03:39.419,9.520,1.000,0.004,0.014,0.000
1706108619429,2024-01-24T17:03:39.429,9.530,1.000,0.004,0.014,0.000
1706108619439,2024-01-24T17:03:39.439,9.540,1.000,0.004,0.014,0.000
1706108619449,2024-01-24T17:03:39.449,9.550,1.000,0.004,0.014,0.000
1706108619459,2024-01-24T17:03:39.459,9.560,1.000,0.004,0.014,0.000
1706108619469,2024-01-24T17:03:39.469,9.570,1.000,0.004,0.014,0.000
1706108619479,2024-01-24T17:03:39.479,9.580,1.000,0.004,0.014,0.000
1706108619489,2024-01-24T17:03:39.489,9.590,1.000,0.004,0.014,0.000
1706108619499,2024-01-24T17:03:39.499,9.600,1.000,0.004,0.014,0.000
1706108619509,2024-01-24T17:03:39.509,9.610,1.000,0.004,0.014,0.000
1706108619519,2024-01-24T17:03:39.519,9.620,1.000,0.004,0.014,0.000
1706108619529,2024-01-24T17:03:39.529,9.630,1.000,0.004,0.014,0.000
1706108619539,2024-01-24T17:03:39.539,9.640,1.000,0.004,0.014,0.000
1706108619549,2024-01-24T17:03:39.549,9.650,1.000,0.004,0.014,0.000
1706108619559,2024-01-24T17:03:39.559,9.660,1.000,0.004,0.014,0.000
1706108619569,2024-01-24T17:03:39.569,9.670,1.000,0.004,0.014,0.000
1706108619579,2024-01-24T17:03:39.579,9.680,1.000,0.004,0.014,0.000
1706108619589,2024-01-24T17:03:39.589,9.690,1.000,0.004,0.014,0.000
1706108619599,2024-01-24T17:03:39.599,9.700,1.000,0.004,0.014,0.000
1706108619609,2024-01-24T17:03:39.609,9.710,1.000,0.004,0.014,0.000
1706108619619,2024-01-24T17:03:39.619,9.720,1.000,0.004,0.014,0.000
1706108619629,2024-01-24T17:03:39.629,9.730,1.000,0.004,0.014,0.000
1706108619639,2024-01-24T17:03:39.639,9.740,1.000,0.004,0.014,0.000
1706108619649,2024-01-24T17:03:39.649,9.750,1.000,0.004,0.014,0.000
1706108619659,2024-01-24T17:03:39.659,9.760,1.000,0.004,0.014,0.000
1706108619669,2024-01-24T17:03:39.669,9.770,1.000,0.004,0.014,0.000
1706108619679,2024-01-24T17:03:39.679,9.780,1.000,0.004,0.014,0.000
1706108619689,2024-01-24T17:03:39.689,9.790,1.000,0.004,0.014,0.000
1706108619699,2024-01-24T17:03:39.699,9.800,1.000,0.004,0.014,0.000
1706108619709,2024-01-24T17:03:39.709,9.810,1.000,0.004,0.014,0.000
1706108619719,2024-01-24T17:03:39.719,9.820,1.000,0.004,0.014,0.000
1706108619729,2024-01-24T17:03:39.729,9.830,1.000,0.004,0.014,0.000
1706108619739,2024-01-24T17:03:39.739,9.840,1.000,0.004,0.014,0.000
1706108619749,2024-01-24T17:03:39.749,9.850,1.000,0.004,0.014,0.000
1706108619759,2024-01-24T17:03:39.759,9.860,1.000,0.004,0.014,0.000
1706108619769,2024-01-24T17:03:39.769,9.870,1.000,0.004,0.014,0.000
1706108619779,2024-01-24T17:03:39.779,9.880,1.000,0.004,0.014,0.000
1706108619789,2024-01-24T17:03:39.789,9.890,1.000,0.004,0.014,0.000
1706108619799,2024-01-24T17:03:39.799,9.900,1.000,0.004,0.014,0.000
1706108619809,2024-01-24T17:03:39.809,9.910,1.000,0.004,0.014,0.000
1706108619819,2024-01-24T17:03:39.819,9.920,1.000,0.004,0.014,0.000
1706108619829,2024-01-24T17:03:39.829,9.930,1.000,0.004,0.014,0.000
1706108619839,2024-01-24T17:03:39.839,9.940,1.000,0.004,0.014,0.000
1706108619849,2024-01-24T17:03:39.849,9.950,1.000,0.004,0.014,0.000
1706108619859,2024-01-24T17:03:39.859,9.960,1.000,0.004,0.014,0.000
1706108619869,2024-01-24T17:03:39.869,9.970,1.000,0.004,0.014,0.000
1706108619879,2024-01-24T17:03:39.879,9.980,1.000,0.004,0.014,0.000
1706108619889,2024-01-24T17:03:39.889,9.990,1.000,0.004,0.014,0.000
1706108619899,2024-01-24T17:03:39.899,10.000,1.000,0.004,0.014,0.000
1706108619909,2024-01-24T17:03:39.909,10.010,1.000,0.004,0.014,0.000
1706108619919,2024-01-24T17:03:39.919,10.020,1.000,0.004,0.014,0.000
1706108619929,2024-01-24T17:03:39.929,10.030,1.000,0.004,0.014,0.000
1706108619939,2024-01-24T17:03:39.939,10.040,1.000,0.004,0.014,0.000
1706108619949,2024-01-24T17:03:39.949,10.050,1.000,0.004,0.014,0.000
1706108619959,2024-01-24T17:03:39.959,10.060,1.000,0.004,0.014,0.000
1706108619969,2024-01-24T17:03:39.969,10.070,1.000,0.004,0.014,0.000
1706108619979,2024-01-24T17:03:39.979,10.080,1.000,0.004,0.014,0.000
1706108619989,2024-01-24T17:03:39.989,10.090,1.000,0.004,0.014,0.000
1706108619999,2024-01-24T17:03:39.999,10.100,1.000,0.004,0.014,0.000
1706108620009,2024-01-24T17:03:40.009,10.110,1.000,0.004,0.014,0.000
1706108620019,2024-01-24T17:03:40.019,10.120,1.000,0.004,0.014,0.000
1706108620029,2024-01-24T17:03:40.029,10.130,1.000,0.004,0.014,0.000
1706108620039,2024-01-24T17:03:40.039,10.140,1.000,0.004,0.014,0.000
1706108620049,2024-01-24T17:03:40.049,10.150,1.000,0.004,0.014,0.000
1706108620059,2024-01-24T17:03:40.059,10.160,1.000,0.004,0.014,0.000
1706108620069,2024-01-24T17:03:40.069,10.170,1.000,0.004,0.014,0.000
1706108620079,2024-01-24T17:03:40.079,10.180,1.000,0.004,0.014,0.000
1706108620089,2024-01-24T17:03:40.089,10.190,1.000,0.004,0.014,0.000
1706108620099,2024-01-24T17:03:40.099,10.200,1.000,0.004,0.014,0.000
1706108620109,2024-01-24T17:03:40.109,10.210,1.000,0.004,0.014,0.000
1706108620119,2024-01-24T17:03:40.119,10.220,1.000,0.004,0.014,0.000
1706108620129,2024-01-24T17:03:40.129,10.230,1.000,0.004,0.014,0.000
1706108620139,2024-01-24T17:03:40.139,10.240,1.000,0.004,0.014,0.000
1706108620149,2024-01-24T17:03:40.149,10.250,1.000,0.004,0.014,0.000
1706108620159,2024-01-24T17:03:40.159,10.260,1.000,0.004,0.014,0.000
1706108620169,2024-01-24T17:03:40.169,10.270,1.000,0.004,0.014,0.000
1706108620179,2024-01-24T17:03:40.179,10.280,1.000,0.004,0.014,0.000
1706108620189,2024-01-24T17:03:40.189,10.290,1.000,0.004,0.014,0.000
1706108620199,2024-01-24T17:03:40.199,10.300,1.000,0.004,0.014,0.000
1706108620209,2024-01-24T17:03:40.209,10.310,1.000,0.004,0.014,0.000
1706108620219,2024-01-24T17:03:40.219,10.320,1.000,0.004,0.014,0.000
1706108620229,2024-01-24T17:03:40.229,10.330,1.000,0.004,0.014,0.000
1706108620239,2024-01-24T17:03:40.239,10.340,1.000,0.004,0.014,0.000
1706108620249,2024-01-24T17:03:40.249,10.350,1.000,0.004,0.014,0.000
1706108620259,2024-01-24T17:03:40.259,10.360,1.000,0.004,0.014,0.000
1706108620269,2024-01-24T17:03:40.269,10.370,1.000,0.004,0.014,0.000
1706108620279,2024-01-24T17:03:40.279,10.380,1.000,0.004,0.014,0.000
1706108620289,2024-01-24T17:03:40.289,10.390,1.000,0.004,0.014,0.000
1706108620299,2024-01-24T17:03:40.299,10.400,1.000,0.004,0.014,0.000
1706108620309,2024-01-24T17:03:40.309,10.410,1.000,0.004,0.014,0.000
1706108620319,2024-01-24T17:03:40.319,10.420,1.000,0.004,0.014,0.000
1706108620329,2024-01-24T17:03:40.329,10.430,1.000,0.004,0.014,0.000
1706108620339,2024-01-24T17:03:40.339,10.440,1.000,0.004,0.014,0.000
1706108620349,2024-01-24T17:03:40.349,10.450,1.000,0.004,0.014,0.000
1706108620359,2024-01-24T17:03:40.359,10.460,1.000,0.004,0.014,0.000
1706108620369,2024-01-24T17:03:40.369,10.470,1.000,0.004,0.014,0.000
1706108620379,2024-01-24T17:03:40.379,10.480,1.000,0.004,0.014,0.000
1706108620389,2024-01-24T17:03:40.389,10.490,1.000,0.004,0.014,0.000
1706108620399,2024-01-24T17:03:40.399,10.500,1.000,0.004,0.014,0.000
1706108620409,2024-01-24T17:03:40.409,10.510,1.000,0.004,0.014,0.000
1706108620419,2024-01-24T17:03:40.419,10.520,1.000,0.004,0.014,0.000
1706108620429,2024-01-24T17:03:40.429,10.530,1.000,0.004,0.014,0.000
1706108620439,2024-01-24T17:03:40.439,10.540,1.000,0.004,0.014,0.000
1706108620449,2024-01-24T17:03:40.449,10.550,1.000,0.004,0.014,0.000
1706108620459,2024-01-24T17:03:40.459,10.560,1.000,0.004,0.014,0.000
1706108620469,2024-01-24T17:03:40.469,10.570,1.000,0.004,0.014,0.000
1706108620479,2024-01-24T17:03:40.479,10.580,1.000,0.004,0.014,0.000
1706108620489,2024-01-24T17:03:40.489,10.590,1.000,0.004,0.014,0.000
1706108620499,2024-01-24T17:03:40.499,10.600,1.000,0.004,0.014,0.000
1706108620509,2024-01-24T17:03:40.509,10.610,1.000,0.004,0.014,0.000
1706108620519,2024-01-24T17:03:40.519,10.620,1.000,0.004,0.014,0.000
1706108620529,2024-01-24T17:03:40.529,10.630,1.000,0.004,0.014,0.000
1706108620539,2024-01-24T17:03:40.539,10.640,1.000,0.004,0.014,0.000
1706108620549,2024-01-24T17:03:40.549,10.650,1.000,0.004,0.014,0.000
1706108620559,2024-01-24T17:03:40.559,10.660,1.000,0.004,0.014,0.000
1706108620569,2024-01-24T17:03:40.569,10.670,1.000,0.004,0.014,0.000
1706108620579,2024-01-24T17:03:40.579,10.680,1.000,0.004,0.014,0.000
1706108620589,2024-01-24T17:03:40.589,10.690,1.000,0.004,0.014,0.000
1706108620599,2024-01-24T17:03:40.599,10.700,1.000,0.004,0.014,0.000
1706108620609,2024-01-24T17:03:40.609,10.710,1.000,0.004,0.014,0.000
1706108620619,2024-01-24T17:03:40.619,10.720,1.000,0.004,0.014,0.000
1706108620629,2024-01-24T17:03:40.629,10.730,1.000,0.004,0.014,0.000
1706108620639,2024-01-24T17:03:40.639,10.740,1.000,0.004,0.014,0.000
1706108620649,2024-01-24T17:03:40.649,10.750,1.000,0.004,0.014,0.000
1706108620659,2024-01-24T17:03:40.659,10.760,1.000,0.004,0.014,0.000
1706108620669,2024-01-24T17:03:40.669,10.770,1.000,0.004,0.014,0.000
1706108620679,2024-01-24T17:03:40.679,10.780,1.000,0.004,0.014,0.000
1706108620689,2024-01-24T17:03:40.689,10.790,1.000,0.004,0.014,0.000
1706108620699,2024-01-24T17:03:40.699,10.800,1.000,0.004,0.014,0.000
1706108620709,2024-01-24T17:03:40.709,10.810,1.000,0.004,0.014,0.000
1706108620719,2024-01-24T17:03:40.719,10.820,1.000,0.004,0.014,0.000
1706108620729,2024-01-24T17:03:40.729,10.830,1.000,0.004,0.014,0.000
1706108620739,2024-01-24T17:03:40.739,10.840,1.000,0.004,0.014,0.000
1706108620749,2024-01-24T17:03:40.749,10.850,1.000,0.004,0.014,0.000
1706108620759,2024-01-24T17:03:40.759,10.860,1.000,0.004,0.014,0.000
1706108620769,2024-01-24T17:03:40.769,10.870,1.000,0.004,0.014,0.000
1706108620779,2024-01-24T17:03:40.779,10.880,1.000,0.004,0.014,0.000
1706108620789,2024-01-24T17:03:40.789,10.890,1.000,0.004,0.014,0.000
1706108620799,2024-01-24T17:03:40.799,10.900,1.000,0.004,0.014,0.000
1706108620809,2024-01-24T17:03:40.809,10.910,1.000,0.004,0.014,0.000
1706108620819,2024-01-24T17:03:40.819,10.920,1.000,0.004,0.014,0.000
1706108620829,2024-01-24T17:03:40.829,10.930,1.000,0.004,0.014,0.000
1706108620839,2024-01-24T17:03:40.839,10.940,1.000,0.004,0.014,0.000
1706108620849,2024-01-24T17:03:40.849,10.950,1.000,0.004,0.014,0.000
1706108620859,2024-01-24T17:03:40.859,10.960,1.000,0.004,0.014,0.000
1706108620869,2024-01-24T17:03:40.869,10.970,1.000,0.004,0.014,0.000
1706108620879,2024-01-24T17:03:40.879,10.980,1.000,0.004,0.014,0.000
1706108620889,2024-01-24T17:03:40.889,10.990,1.000,0.004,0.014,0.000
1706108620899,2024-01-24T17:03:40.899,11.000,1.000,0.004,0.014,0.000
1706108620909,2024-01-24T17:03:40.909,11.010,1.000,0.004,0.014,0.000
1706108620919,2024-01-24T17:03:40.919,11.020,1.000,0.004,0.014,0.000
1706108620929,2024-01-24T17:03:40.929,11.030,1.000,0.004,0.014,0.000
1706108620939,2024-01-24T17:03:40.939,11.040,1.000,0.004,0.014,0.000
1706108620949,2024-01-24T17:03:40.949,11.050,1.000,0.004,0.014,0.000
1706108620959,2024-01-24T17:03:40.959,11.060,1.000,0.004,0.014,0.000
1706108620969,2024-01-24T17:03:40.969,11.070,1.000,0.004,0.014,0.000
1706108620979,2024-01-24T17:03:40.979,11.080,1.000,0.004,0.014,0.000
1706108620989,2024-01-24T17:03:40.989,11.090,1.000,0.004,0.014,0.000
1706108620999,2024-01-24T17:03:40.999,11.100,1.000,0.004,0.014,0.000
1706108621009,2024-01-24T17:03:41.009,11.110,1.000,0.004,0.014,0.000
1706108621019,2024-01-24T17:03:41.019,11.120,1.000,0.004,0.014,0.000
1706108621029,2024-01-24T17:03:41.029,11.130,1.000,0.004,0.014,0.000
1706108621039,2024-01-24T17:03:41.039,11.140,1.000,0.004,0.014,0.000
1706108621049,2024-01-24T17:03:41.049,11.150,1.000,0.004,0.014,0.000
1706108621059,2024-01-24T17:03:41.059,11.160,1.000,0.004,0.014,0.000
1706108621069,2024-01-24T17:03:41.069,11.170,1.000,0.004,0.014,0.000
1706108621079,2024-01-24T17:03:41.079,11.180,1.000,0.004,0.014,0.000
1706108621089,2024-01-24T17:03:41.089,11.190,1.000,0.004,0.014,0.000
1706108621099,2024-01-24T17:03:41.099,11.200,1.000,0.004,0.014,0.000
1706108621109,2024-01-24T17:03:41.109,11.210,1.000,0.004,0.014,0.000
1706108621119,2024-01-24T17:03:41.119,11.220,1.000,0.004,0.014,0.000
1706108621129,2024-01-24T17:03:41.129,11.230,1.000,0.004,0.014,0.000
1706108621139,2024-01-24T17:03:41.139,11.240,1.000,0.004,0.014,0.000
1706108621149,2024-01-24T17:03:41.149,11.250,1.000,0.004,0.014,0.000
1706108621159,2024-01-24T17:03:41.159,11.260,1.000,0.004,0.014,0.000
1706108621169,2024-01-24T17:03:41.169,11.270,1.000,0.004,0.014,0.000
1706108621179,2024-01-24T17:03:41.179,11.280,1.000,0.004,0.014,0.000
1706108621189,2024-01-24T17:03:41.189,11.290,1.000,0.004,0.014,0.000
1706108621199,2024-01-24T17:03:41.199,11.300,1.000,0.004,0.014,0.000
1706108621209,2024-01-24T17:03:41.209,11.310,1.000,0.004,0.014,0.000
1706108621219,2024-01-24T17:03:41.219,11.320,1.000,0.004,0.014,0.000
1706108621229,2024-01-24T17:03:41.229,11.330,1.000,0.004,0.014,0.000
1706108621239,2024-01-24T17:03:41.239,11.340,1.000,0.004,0.014,0.000
1706108621249,2024-01-24T17:03:41.249,11.350,1.000,0.004,0.014,0.000
1706108621259,2024-01-24T17:03:41.259,11.360,1.000,0.004,0.014,0.000
1706108621269,2024-01-24T17:03:41.269,11.370,1.000,0.004,0.014,0.000
1706108621279,2024-01-24T17:03:41.279,11.380,1.000,0.004,0.014,0.000
1706108621289,2024-01-24T17:03:41.289,11.390,1.000,0.004,0.014,0.000
1706108621299,2024-01-24T17:03:41.299,11.400,1.000,0.004,0.014,0.000
1706108621309,2024-01-24T17:03:41.309,11.410,1.000,0.004,0.014,0.000
1706108621319,2024-01-24T17:03:41.319,11.420,1.000,0.004,0.014,0.000
1706108621329,2024-01-24T17:03:41.329,11.430,1.000,0.004,0.014,0.000
1706108621339,2024-01-24T17:03:41.339,11.440,1.000,0.004,0.014,0.000
1706108621349,2024-01-24T17:03:41.349,11.450,1.000,0.004,0.014,0.000
1706108621359,2024-01-24T17:03:41.359,11.460,1.000,0.004,0.014,0.000
1706108621369,2024-01-24T17:03:41.369,11.470,1.000,0.004,0.014,0.000
1706108621379,2024-01-24T17:03:41.379,11.480,1.000,0.004,0.014,0.000
1706108621389,2024-01-24T17:03:41.389,11.490,1.000,0.004,0.014,0.000
1706108621399,2024-01-24T17:03:41.399,11.500,1.000,0.004,0.014,0.000
1706108621409,2024-01-24T17:03:41.409,11.510,1.000,0.004,0.014,0.000
1706108621419,2024-01-24T17:03:41.419,11.520,1.000,0.004,0.014,0.000
1706108621429,2024-01-24T17:03:41.429,11.530,1.000,0.004,0.014,0.000
1706108621439,2024-01-24T17:03:41.439,11.540,1.000,0.004,0.014,0.000
1706108621449,2024-01-24T17:03:41.449,11.550,1.000,0.004,0.014,0.000
1706108621459,2024-01-24T17:03:41.459,11.560,1.000,0.004,0.014,0.000
1706108621469,2024-01-24T17:03:41.469,11.570,1.000,0.004,0.014,0.000
1706108621479,2024-01-24T17:03:41.479,11.580,1.000,0.004,0.014,0.000
1706108621489,2024-01-24T17:03:41.489,11.590,1.000,0.004,0.014,0.000
1706108621499,2024-01-24T17:03:41.499,11.600,1.000,0.004,0.014,0.000
1706108621509,2024-01-24T17:03:41.509,11.610,1.000,0.004,0.014,0.000
1706108621519,2024-01-24T17:03:41.519,11.620,1.000,0.004,0.014,0.000
1706108621529,2024-01-24T17:03:41.529,11.630,1.000,0.004,0.014,0.000
1706108621539,2024-01-24T17:03:41.539,11.640,1.000,0.004,0.014,0.000
1706108621549,2024-01-24T17:03:41.549,11.650,1.000,0.004,0.014,0.000
1706108621559,2024-01-24T17:03:41.559,11.660,1.000,0.004,0.014,0.000
1706108621569,2024-01-24T17:03:41.569,11.670,1.000,0.004,0.014,0.000
1706108621579,2024-01-24T17:03:41.579,11.680,1.000,0.004,0.014,0.000
1706108621589,2024-01-24T17:03:41.589,11.690,1.000,0.004,0.014,0.000
1706108621599,2024-01-24T17:03:41.599,11.700,1.000,0.004,0.014,0.000
1706108621609,2024-01-24T17:03:41.609,11.710,1.000,0.004,0.014,0.000
1706108621619,2024-01-24T17:03:41.619,11.720,1.000,0.004,0.014,0.000
1706108621629,2024-01-24T17:03:41.629,11.730,1.000,0.004,0.014,0.000
1706108621639,2024-01-24T17:03:41.639,11.740,1.000,0.004,0.014,0.000
1706108621649,2024-01-24T17:03:41.649,11.750,1.000,0.004,0.014,0.000
1706108621659,2024-01-24T17:03:41.659,11.760,1.000,0.004,0.014,0.000
1706108621669,2024-01-24T17:03:41.669,11.770,1.000,0.004,0.014,0.000
1706108621679,2024-01-24T17:03:41.679,11.780,1.000,0.004,0.014,0.000
1706108621689,2024-01-24T17:03:41.689,11.790,1.000,0.004,0.014,0.000
1706108621699,2024-01-24T17:03:41.699,11.800,1.000,0.004,0.014,0.000
1706108621709,2024-01-24T17:03:41.709,11.810,1.000,0.004,0.014,0.000
1706108621719,2024-01-24T17:03:41.719,11.820,1.000,0.004,0.014,0.000
1706108621729,2024-01-24T17:03:41.729,11.830,1.000,0.004,0.014,0.000
1706108621739,2024-01-24T17:03:41.739,11.840,1.000,0.004,0.014,0.000
1706108621749,2024-01-24T17:03:41.749,11.850,1.000,0.004,0.014,0.000
1706108621759,2024-01-24T17:03:41.759,11.860,1.000,0.004,0.014,0.000
1706108621769,2024-01-24T17:03:41.769,11.870,1.000,0.004,0.014,0.000
1706108621779,2024-01-24T17:03:41.779,11.880,1.000,0.004,0.014,0.000
1706108621789,2024-01-24T17:03:41.789,11.890,1.000,0.004,0.014,0.000
1706108621799,2024-01-24T17:03:41.799,11.900,1.000,0.004,0.014,0.000
1706108621809,2024-01-24T17:03:41.809,11.910,1.000,0.004,0.014,0.000
1706108621819,2024-01-24T17:03:41.819,11.920,1.000,0.004,0.014,0.000
1706108621829,2024-01-24T17:03:41.829,11.930,1.000,0.004,0.014,0.000
1706108621839,2024-01-24T17:03:41.839,11.940,1.000,0.004,0.014,0.000
1706108621849,2024-01-24T17:03:41.849,11.950,1.000,0.004,0.014,0.000
1706108621859,2024-01-24T17:03:41.859,11.960,1.000,0.004,0.014,0.000
1706108621869,2024-01-24T17:03:41.869,11.970,1.000,0.004,0.014,0.000
1706108621879,2024-01-24T17:03:41.879,11.980,1.000,0.004,0.014,0.000
1706108621889,2024-01-24T17:03:41.889,11.990,1.000,0.004,0.014,0.000
1706108621899,2024-01-24T17:03:41.899,12.000,1.000,0.004,0.014,0.000
1706108621909,2024-01-24T17:03:41.909,12.010,1.000,0.004,0.014,0.000
1706108621919,2024-01-24T17:03:41.919,12.020,1.000,0.004,0.014,0.000
