Device,MAC,Timestamp,Time(03:00),elapsed (s),X(number),Y(number),Z (number)
4,E25AD03D0194,1721221285023,2024-07-17T16:01:25.023,21.62,-0.018522384,0.011279982,0.013223027
4,E25AD03D0194,1721221285033,2024-07-17T16:01:25.033,21.63,-0.02291691,0.0058594057,0.012781182
4,E25AD03D0194,1721221285043,2024-07-17T16:01:25.043,21.64,-0.02291691,0.008745256,0.013310574
4,E25AD03D0194,1721221285053,2024-07-17T16:01:25.053,21.65,-0.023893666,0.0072309147,0.010915643
4,E25AD03D0194,1721221285083,2024-07-17T16:01:25.083,21.68,-0.021940542,0.006586746,0.008620232
4,E25AD03D0194,1721221285093,2024-07-17T16:01:25.093,21.69,-0.022412876,0.008100248,0.008670898
4,E25AD03D0194,1721221285103,2024-07-17T16:01:25.103,21.7,-0.025323499,0.0062171435,0.0077454643
4,E25AD03D0194,1721221285113,2024-07-17T16:01:25.113,21.71,-0.023348302,0.006298382,0.011221949
4,E25AD03D0194,1721221285123,2024-07-17T16:01:25.123,21.72,-0.021391386,0.006851624,0.009230498
4,E25AD03D0194,1721221285133,2024-07-17T16:01:25.133,21.73,-0.021880833,0.0044555985,0.010157524
4,E25AD03D0194,1721221285163,2024-07-17T16:01:25.163,21.76,-0.026314745,0.00008129909,0.009898747
4,E25AD03D0194,1721221285173,2024-07-17T16:01:25.173,21.77,-0.026826851,-0.00046331243,0.009317839
4,E25AD03D0194,1721221285183,2024-07-17T16:01:25.183,21.78,-0.02538564,0.0029091532,0.009216689
4,E25AD03D0194,1721221285193,2024-07-17T16:01:25.193,21.79,-0.025897747,-0.0034725822,0.010079774
4,E25AD03D0194,1721221285203,2024-07-17T16:01:25.203,21.8,-0.025433097,-0.00005460459,0.007982846
4,E25AD03D0194,1721221285213,2024-07-17T16:01:25.213,21.81,-0.0234968,0.005316484,0.007880214
4,E25AD03D0194,1721221285223,2024-07-17T16:01:25.223,21.82,-0.02351372,0.0058047525,0.010217708
94,E25AD03D0194,1721221285263,2024-07-17T16:01:25.263,21.86,-0.024124434,0.0066207093,0.012521956
4,E25AD03D0194,1721221285273,2024-07-17T16:01:25.273,21.87,-0.025130462,0.0020024034,0.009619088
4,E25AD03D0194,1721221285283,2024-07-17T16:01:25.283,21.88,-0.025651807,0.003222996,0.012087113
4,E25AD03D0194,1721221285293,2024-07-17T16:01:25.293,21.89,-0.024711909,0.0010001684,0.012115668
4,E25AD03D0194,1721221285303,2024-07-17T16:01:25.303,21.9,-0.02426272,0.003156211,0.012630558
4,E25AD03D0194,1721221285313,2024-07-17T16:01:25.313,21.91,-0.024305608,0.003826564,0.008747906
4,E25AD03D0194,1721221285333,2024-07-17T16:01:25.333,21.93,-0.020977791,0.0061120554,0.010747854
4,E25AD03D0194,1721221285343,2024-07-17T16:01:25.343,21.94,-0.021038279,0.0067843045,0.009683198
4,E25AD03D0194,1721221285353,2024-07-17T16:01:25.353,21.95,-0.020609612,0.006000184,0.009592368
4,E25AD03D0194,1721221285373,2024-07-17T16:01:25.373,21.97,-0.024132214,0.006970923,0.012334511
4,E25AD03D0194,1721221285383,2024-07-17T16:01:25.383,21.98,-0.024160417,0.001900889,0.014287671
4,E25AD03D0194,1721221285393,2024-07-17T16:01:25.393,21.99,-0.024188133,0.003180754,0.011846194
4,E25AD03D0194,1721221285403,2024-07-17T16:01:25.403,22,-0.023729416,0.0039597205,0.0137993535
4,E25AD03D0194,1721221285423,2024-07-17T16:01:25.423,22.02,-0.022815773,0.007932824,0.012334524
4,E25AD03D0194,1721221285433,2024-07-17T16:01:25.433,22.03,-0.021381952,0.0072365305,0.016729001
4,E25AD03D0194,1721221285443,2024-07-17T16:01:25.443,22.04,-0.022387689,0.009970942,0.011357986
4,E25AD03D0194,1721221285453,2024-07-17T16:01:25.453,22.05,-0.020460725,0.008817523,0.008916606
4,E25AD03D0194,1721221285463,2024-07-17T16:01:25.463,22.06,-0.017558465,0.00912079,0.014776012
4,E25AD03D0194,1721221285473,2024-07-17T16:01:25.473,22.07,-0.020024568,0.009442643,0.015264233
4,E25AD03D0194,1721221285483,2024-07-17T16:01:25.483,22.08,-0.023463832,0.01027529,0.010869741
4,E25AD03D0194,1721221285493,2024-07-17T16:01:25.493,22.09,-0.021043919,0.010102494,0.013335676
4,E25AD03D0194,1721221285513,2024-07-17T16:01:25.513,22.11,-0.024986535,0.007350651,0.007045682
4,E25AD03D0194,1721221285523,2024-07-17T16:01:25.523,22.12,-0.024986634,0.0058586397,0.008046774
4,E25AD03D0194,1721221285533,2024-07-17T16:01:25.533,22.13,-0.022057045,0.0053519187,0.00806333
4,E25AD03D0194,1721221285563,2024-07-17T16:01:25.563,22.16,-0.023521889,0.008281616,0.010016466
4,E25AD03D0194,1721221285573,2024-07-17T16:01:25.573,22.17,-0.02498673,0.009727798,0.011010058
4,E25AD03D0194,1721221285593,2024-07-17T16:01:25.593,22.19,-0.022545327,0.0052656843,0.013512436
4,E25AD03D0194,1721221285603,2024-07-17T16:01:25.603,22.2,-0.022545327,0.004243781,0.01208862
4,E25AD03D0194,1721221285613,2024-07-17T16:01:25.613,22.21,-0.02402709,0.005054924,0.012622839
4,E25AD03D0194,1721221285623,2024-07-17T16:01:25.623,22.22,-0.023065602,0.00685318,0.012181395
4,E25AD03D0194,1721221285633,2024-07-17T16:01:25.633,22.23,-0.02454717,0.0037566184,0.010764897
4,E25AD03D0194,1721221285643,2024-07-17T16:01:25.643,22.24,-0.025543474,0.0025937788,0.011298835
4,E25AD03D0194,1721221285653,2024-07-17T16:01:25.653,22.25,-0.027029516,-0.0019900773,0.013292693
4,E25AD03D0194,1721221285663,2024-07-17T16:01:25.663,22.26,-0.022174034,0.00022831332,0.011859808
4,E25AD03D0194,1721221285683,2024-07-17T16:01:25.683,22.28,-0.02467223,0.0075386427,0.011472045
4,E25AD03D0194,1721221285703,2024-07-17T16:01:25.703,22.3,-0.02427196,0.0068799113,0.003706013
4,E25AD03D0194,1721221285713,2024-07-17T16:01:25.713,22.31,-0.024819756,0.008490285,0.0109711345
4,E25AD03D0194,1721221285723,2024-07-17T16:01:25.723,22.32,-0.024387684,0.010133175,0.008458704
4,E25AD03D0194,1721221285733,2024-07-17T16:01:25.733,22.33,-0.02346704,0.011791552,0.010330832
4,E25AD03D0194,1721221285743,2024-07-17T16:01:25.743,22.34,-0.021564681,0.010086898,0.011694767
4,E25AD03D0194,1721221285753,2024-07-17T16:01:25.753,22.35,-0.023569442,0.013260553,0.013058995
4,E25AD03D0194,1721221285773,2024-07-17T16:01:25.773,22.37,-0.022669513,0.010967694,0.01825872
4,E25AD03D0194,1721221285783,2024-07-17T16:01:25.783,22.38,-0.019285584,0.0059678126,0.0157119
4,E25AD03D0194,1721221285793,2024-07-17T16:01:25.793,22.39,-0.020297252,0.0039057843,0.011685164
4,E25AD03D0194,1721221285803,2024-07-17T16:01:25.803,22.4,-0.01935638,0.007216996,0.012048505
4,E25AD03D0194,1721221285813,2024-07-17T16:01:25.813,22.41,-0.021343052,0.011017838,0.013888383
4,E25AD03D0194,1721221285823,2024-07-17T16:01:25.823,22.42,-0.02381791,0.00993124,0.014264939
4,E25AD03D0194,1721221285833,2024-07-17T16:01:25.833,22.43,-0.021901742,0.002995108,0.016568033
4,E25AD03D0194,1721221285843,2024-07-17T16:01:25.843,22.44,-0.018524328,0.000467567,0.010534468
4,E25AD03D0194,1721221285863,2024-07-17T16:01:25.863,22.46,-0.022004046,0.00668527,0.011244291
4,E25AD03D0194,1721221285873,2024-07-17T16:01:25.873,22.47,-0.023987511,0.0041815424,0.015017965
4,E25AD03D0194,1721221285883,2024-07-17T16:01:25.883,22.48,-0.023529084,0.002171894,0.013417632
4,E25AD03D0194,1721221285893,2024-07-17T16:01:25.893,22.49,-0.021118023,0.0026215066,0.007893062
4,E25AD03D0194,1721221285903,2024-07-17T16:01:25.903,22.5,-0.023102751,0.0065012043,0.0121154245
4,E25AD03D0194,1721221285913,2024-07-17T16:01:25.913,22.51,-0.022642476,0.007937857,0.013918421
4,E25AD03D0194,1721221285923,2024-07-17T16:01:25.923,22.52,-0.02071629,0.0088842595,0.012313628
4,E25AD03D0194,1721221285943,2024-07-17T16:01:25.943,22.54,-0.020771042,0.0063880202,0.012508608
4,E25AD03D0194,1721221285953,2024-07-17T16:01:25.953,22.55,-0.020307753,0.0049033514,0.013348343
4,E25AD03D0194,1721221285963,2024-07-17T16:01:25.963,22.56,-0.019349474,0.012227563,0.015675128
4,E25AD03D0194,1721221285973,2024-07-17T16:01:25.973,22.57,-0.02325572,0.003438509,0.011280601
4,E25AD03D0194,1721221285983,2024-07-17T16:01:25.983,22.58,-0.023744002,0.0024619475,0.012745444
4,E25AD03D0194,1721221286003,2024-07-17T16:01:26.003,22.6,-0.021790879,0.005928075,0.0087967
4,E25AD03D0194,1721221286013,2024-07-17T16:01:26.013,22.61,-0.016908072,0.0059931944,0.0067857876
4,E25AD03D0194,1721221286033,2024-07-17T16:01:26.033,22.63,-0.023744002,0.011998654,0.020816566
4,E25AD03D0194,1721221286043,2024-07-17T16:01:26.043,22.64,-0.019331971,0.016557954,0.01589706
4,E25AD03D0194,1721221286053,2024-07-17T16:01:26.053,22.65,-0.019312618,0.012803768,0.011975971
4,E25AD03D0194,1721221286063,2024-07-17T16:01:26.063,22.66,-0.021246584,0.006101674,0.016370522
4,E25AD03D0194,1721221286073,2024-07-17T16:01:26.073,22.67,-0.022204181,0.00525895,0.013440874
4,E25AD03D0194,1721221286093,2024-07-17T16:01:26.093,22.69,-0.023143789,0.0025881992,0.011487836
4,E25AD03D0194,1721221286103,2024-07-17T16:01:26.103,22.7,-0.024100998,0.007118168,0.010511311
4,E25AD03D0194,1721221286123,2024-07-17T16:01:26.123,22.72,-0.02161525,0.004497257,0.015882399
4,E25AD03D0194,1721221286133,2024-07-17T16:01:26.133,22.73,-0.02305471,0.005162614,0.015394119
4,E25AD03D0194,1721221286143,2024-07-17T16:01:26.143,22.74,-0.02009984,0.0077789905,0.013440935
4,E25AD03D0194,1721221286153,2024-07-17T16:01:26.153,22.75,-0.022024564,0.0060237665,0.013929215
4,E25AD03D0194,1721221286163,2024-07-17T16:01:26.163,22.76,-0.024434753,0.003328303,0.012936329
4,E25AD03D0194,1721221286183,2024-07-17T16:01:26.183,22.78,-0.021930624,0.008209105,0.015331358
4,E25AD03D0194,1721221286193,2024-07-17T16:01:26.193,22.79,-0.021901838,0.00645382,0.015819578
4,E25AD03D0194,1721221286213,2024-07-17T16:01:26.213,22.81,-0.022337703,0.0092554055,0.013866539
4,E25AD03D0194,1721221286223,2024-07-17T16:01:26.223,22.82,-0.021339942,0.007936325,0.014843101
4,E25AD03D0194,1721221286233,2024-07-17T16:01:26.233,22.83,-0.024247259,0.0041844235,0.016796224
4,E25AD03D0194,1721221286253,2024-07-17T16:01:26.253,22.85,-0.02224736,0.010364625,0.014354881
4,E25AD03D0194,1721221286263,2024-07-17T16:01:26.263,22.86,-0.02564286,0.006612723,0.013866576
4,E25AD03D0194,1721221286273,2024-07-17T16:01:26.273,22.87,-0.02415818,-0.00008786331,0.015331358
4,E25AD03D0194,1721221286293,2024-07-17T16:01:26.293,22.89,-0.025585193,0.0036319348,0.015291924
4,E25AD03D0194,1721221286303,2024-07-17T16:01:26.303,22.9,-0.024103722,0.0018084793,0.013812007
4,E25AD03D0194,1721221286313,2024-07-17T16:01:26.313,22.91,-0.023111794,0.004353999,0.016253388
4,E25AD03D0194,1721221286323,2024-07-17T16:01:26.323,22.92,-0.023600075,0.00484228,0.017229948
4,E25AD03D0194,1721221286333,2024-07-17T16:01:26.333,22.93,-0.022623515,0.00484228,0.014788545
4,E25AD03D0194,1721221286343,2024-07-17T16:01:26.343,22.94,-0.022135234,-0.00052880874,0.015276826
4,E25AD03D0194,1721221286353,2024-07-17T16:01:26.353,22.95,-0.023600075,0.0028891566,0.015276826
4,E25AD03D0194,1721221286363,2024-07-17T16:01:26.363,22.96,-0.021646952,0.0058188415,0.016741669
4,E25AD03D0194,1721221286383,2024-07-17T16:01:26.383,22.98,-0.023111794,0.0038657181,0.013323703
4,E25AD03D0194,1721221286393,2024-07-17T16:01:26.393,22.99,-0.020670392,0.0024008758,0.014300264
4,E25AD03D0194,1721221286403,2024-07-17T16:01:26.403,23,-0.020670392,0.0004477528,0.012835422
4,E25AD03D0194,1721221286413,2024-07-17T16:01:26.413,23.01,-0.023111794,0.0019292731,0.014285033
4,E25AD03D0194,1721221286423,2024-07-17T16:01:26.423,23.02,-0.024088357,0.0038988553,0.015246472
4,E25AD03D0194,1721221286433,2024-07-17T16:01:26.433,23.03,-0.02652976,0.0044055036,0.01815932
4,E25AD03D0194,1721221286443,2024-07-17T16:01:26.443,23.04,-0.02604148,0.0068699555,0.013743546
94,E25AD03D0194,1721221286453,2024-07-17T16:01:26.453,23.05,-0.021158768,0.0054251216,0.013236849
4,E25AD03D0194,1721221286473,2024-07-17T16:01:26.473,23.07,-0.023111697,0.004981563,0.014660713
4,E25AD03D0194,1721221286483,2024-07-17T16:01:26.483,23.08,-0.021646855,0.0074476553,0.01463803
4,E25AD03D0194,1721221286493,2024-07-17T16:01:26.493,23.09,-0.024576442,0.0045360466,0.015597974
4,E25AD03D0194,1721221286503,2024-07-17T16:01:26.503,23.1,-0.022135234,0.0050426708,0.014604504
4,E25AD03D0194,1721221286513,2024-07-17T16:01:26.513,23.11,-0.023111794,0.006507513,0.013139661
4,E25AD03D0194,1721221286523,2024-07-17T16:01:26.523,23.12,-0.024576636,0.0050426708,0.013139661
4,E25AD03D0194,1721221286533,2024-07-17T16:01:26.533,23.13,-0.021158671,0.0050426708,0.013627943
4,E25AD03D0194,1721221286543,2024-07-17T16:01:26.543,23.14,-0.02018211,0.0016247054,0.013627943
4,E25AD03D0194,1721221286573,2024-07-17T16:01:26.573,23.17,-0.024576636,0.00455439,0.013139661
4,E25AD03D0194,1721221286583,2024-07-17T16:01:26.583,23.18,-0.022623515,0.004066109,0.015581065
4,E25AD03D0194,1721221286593,2024-07-17T16:01:26.593,23.19,-0.02604148,-0.0037463831,0.014604504
4,E25AD03D0194,1721221286603,2024-07-17T16:01:26.603,23.2,-0.022623515,-0.0003284177,0.016557626
4,E25AD03D0194,1721221286613,2024-07-17T16:01:26.613,23.21,-0.020670293,0.0021396321,0.012626826
4,E25AD03D0194,1721221286623,2024-07-17T16:01:26.623,23.22,-0.018717268,0.008515253,0.009671334
4,E25AD03D0194,1721221286643,2024-07-17T16:01:26.643,23.24,-0.020670392,0.00273198,0.009601352
4,E25AD03D0194,1721221286663,2024-07-17T16:01:26.663,23.26,-0.02309361,0.009193774,0.01791134
4,E25AD03D0194,1721221286673,2024-07-17T16:01:26.673,23.27,-0.021628572,0.0131460065,0.015427584
4,E25AD03D0194,1721221286683,2024-07-17T16:01:26.683,23.28,-0.023581695,0.011219481,0.01003188
4,E25AD03D0194,1721221286693,2024-07-17T16:01:26.693,23.29,-0.019642288,0.0050141285,0.0081555825
4,E25AD03D0194,1721221286703,2024-07-17T16:01:26.703,23.3,-0.020575963,0.0056916415,0.016061567
4,E25AD03D0194,1721221286713,2024-07-17T16:01:26.713,23.31,-0.019054716,0.009832267,0.017662361
4,E25AD03D0194,1721221286733,2024-07-17T16:01:26.733,23.33,-0.022341788,0.010403062,0.015022486
4,E25AD03D0194,1721221286743,2024-07-17T16:01:26.743,23.34,-0.022273714,0.012663184,0.01906686
4,E25AD03D0194,1721221286753,2024-07-17T16:01:26.753,23.35,-0.023188328,0.010991046,0.012355832
4,E25AD03D0194,1721221286763,2024-07-17T16:01:26.763,23.36,-0.021662124,0.00003823051,0.0134558985
4,E25AD03D0194,1721221286773,2024-07-17T16:01:26.773,23.37,-0.018181238,0.005226785,0.014539955
4,E25AD03D0194,1721221286783,2024-07-17T16:01:26.783,23.38,-0.023490284,0.007959543,0.016119186
4,E25AD03D0194,1721221286793,2024-07-17T16:01:26.793,23.39,-0.021960674,0.0018997706,0.012834851
4,E25AD03D0194,1721221286803,2024-07-17T16:01:26.803,23.4,-0.021411613,0.0021974824,0.0109805195
4,E25AD03D0194,1721221286823,2024-07-17T16:01:26.823,23.42,-0.024726981,0.0013013203,0.012549404
4,E25AD03D0194,1721221286833,2024-07-17T16:01:26.833,23.43,-0.026624478,0.0015582852,0.013628841
4,E25AD03D0194,1721221286843,2024-07-17T16:01:26.843,23.44,-0.026099827,-0.00015558419,0.0150935985
4,E25AD03D0194,1721221286853,2024-07-17T16:01:26.853,23.45,-0.027043616,-0.00042803583,0.012652159
4,E25AD03D0194,1721221286863,2024-07-17T16:01:26.863,23.46,-0.02505918,0.0017306203,0.01558188
4,E25AD03D0194,1721221286873,2024-07-17T16:01:26.873,23.47,-0.025030686,0.0014295657,0.013628696
4,E25AD03D0194,1721221286893,2024-07-17T16:01:26.893,23.49,-0.024493393,-0.001179712,0.0131405005
4,E25AD03D0194,1721221286913,2024-07-17T16:01:26.913,23.51,-0.020059481,0.0015186203,0.010699072
4,E25AD03D0194,1721221286923,2024-07-17T16:01:26.923,23.52,-0.022485033,0.0016411038,0.014099436
4,E25AD03D0194,1721221286933,2024-07-17T16:01:26.933,23.53,-0.023461595,0.0021293845,0.01654084
4,E25AD03D0194,1721221286943,2024-07-17T16:01:26.943,23.54,-0.023949875,0.0016411038,0.01654084
4,E25AD03D0194,1721221286953,2024-07-17T16:01:26.953,23.55,-0.023949875,0.005059069,0.014099436
4,E25AD03D0194,1721221286993,2024-07-17T16:01:26.993,23.59,-0.02102019,-0.0018318187,0.015616439
4,E25AD03D0194,1721221287003,2024-07-17T16:01:27.003,23.6,-0.022485033,-0.00036696426,0.016593
4,E25AD03D0194,1721221287013,2024-07-17T16:01:27.013,23.61,-0.023461595,0.0015861589,0.015128158
4,E25AD03D0194,1721221287033,2024-07-17T16:01:27.033,23.63,-0.024926437,0.0025627203,0.014151596
4,E25AD03D0194,1721221287043,2024-07-17T16:01:27.043,23.64,-0.021996751,0.0069572474,0.011710193
4,E25AD03D0194,1721221287053,2024-07-17T16:01:27.053,23.65,-0.021508472,0.0060006217,0.013644328
4,E25AD03D0194,1721221287083,2024-07-17T16:01:27.083,23.68,-0.021996751,0.007987185,0.011659503
4,E25AD03D0194,1721221287093,2024-07-17T16:01:27.093,23.69,-0.021996751,0.008985336,0.015545242
4,E25AD03D0194,1721221287103,2024-07-17T16:01:27.103,23.7,-0.022469085,0.0046947915,0.015545205
4,E25AD03D0194,1721221287113,2024-07-17T16:01:27.113,23.71,-0.02342678,0.0019050341,0.015041171
4,E25AD03D0194,1721221287123,2024-07-17T16:01:27.123,23.72,-0.0224297,0.00011041262,0.01599393
4,E25AD03D0194,1721221287133,2024-07-17T16:01:27.133,23.73,-0.021920705,0.005155296,0.017433075
4,E25AD03D0194,1721221287143,2024-07-17T16:01:27.143,23.74,-0.023361819,0.0072791493,0.015952345
4,E25AD03D0194,1721221287153,2024-07-17T16:01:27.153,23.75,-0.023337701,0.004017157,0.014487564
4,E25AD03D0194,1721221287183,2024-07-17T16:01:27.183,23.78,-0.02277979,0.004976555,0.01495648
4,E25AD03D0194,1721221287193,2024-07-17T16:01:27.193,23.79,-0.023245705,0.0026789557,0.01642137
4,E25AD03D0194,1721221287203,2024-07-17T16:01:27.203,23.8,-0.02224668,0.0052659153,0.013003429
4,E25AD03D0194,1721221287213,2024-07-17T16:01:27.213,23.81,-0.024668925,0.005877494,0.013491771
4,E25AD03D0194,1721221287223,2024-07-17T16:01:27.223,23.82,-0.024649573,-0.004739939,0.011050367
4,E25AD03D0194,1721221287233,2024-07-17T16:01:27.233,23.83,-0.024628956,-0.006559492,0.016909797
4,E25AD03D0194,1721221287243,2024-07-17T16:01:27.243,23.84,-0.019728351,0.0062719914,0.015423974
4,E25AD03D0194,1721221287273,2024-07-17T16:01:27.273,23.87,-0.021649383,0.0016231495,0.010513633
94,E25AD03D0194,1721221287383,2024-07-17T16:01:27.383,23.98,-0.024563022,0.00033596653,0.016788956
4,E25AD03D0194,1721221287393,2024-07-17T16:01:27.393,23.99,-0.021633338,0.0032656633,0.014835832
4,E25AD03D0194,1721221287403,2024-07-17T16:01:27.403,24,-0.022609899,0.0022642429,0.014371523
4,E25AD03D0194,1721221287413,2024-07-17T16:01:27.413,24.01,-0.0250514,-0.0016738641,0.015378924
4,E25AD03D0194,1721221287433,2024-07-17T16:01:27.433,24.03,-0.02602806,-0.0012389115,0.012500671
4,E25AD03D0194,1721221287443,2024-07-17T16:01:27.443,24.04,-0.025539584,-0.004678454,0.012033226
4,E25AD03D0194,1721221287453,2024-07-17T16:01:27.453,24.05,-0.025539584,-0.004190173,0.01496291
4,E25AD03D0194,1721221287463,2024-07-17T16:01:27.463,24.06,-0.02993411,-0.00028392687,0.013986349
4,E25AD03D0194,1721221287473,2024-07-17T16:01:27.473,24.07,-0.027004426,0.0026457699,0.012033226
4,E25AD03D0194,1721221287483,2024-07-17T16:01:27.483,24.08,-0.024563022,-0.0007722076,0.013986349
4,E25AD03D0194,1721221287493,2024-07-17T16:01:27.493,24.09,-0.021633338,-0.0012770691,0.01595553
4,E25AD03D0194,1721221287533,2024-07-17T16:01:27.533,24.13,-0.02309818,-0.0033202192,0.0121360775
4,E25AD03D0194,1721221287543,2024-07-17T16:01:27.543,24.14,-0.025067348,-0.00051315187,0.011178697
4,E25AD03D0194,1721221287553,2024-07-17T16:01:27.553,24.15,-0.025088355,0.00079307944,0.016084261
4,E25AD03D0194,1721221287563,2024-07-17T16:01:27.563,24.16,-0.023156043,-0.00033858008,0.012686998
4,E25AD03D0194,1721221287583,2024-07-17T16:01:27.583,24.18,-0.025642278,-0.0030693568,0.014151901
4,E25AD03D0194,1721221287593,2024-07-17T16:01:27.593,24.19,-0.026156329,0.0011588646,0.00878091
4,E25AD03D0194,1721221287613,2024-07-17T16:01:27.613,24.21,-0.020836003,0.0018066923,0.011710436
4,E25AD03D0194,1721221287623,2024-07-17T16:01:27.623,24.22,-0.020861775,0.00017551996,0.011222216
4,E25AD03D0194,1721221287633,2024-07-17T16:01:27.633,24.23,-0.022348693,0.00100824,0.011710497
4,E25AD03D0194,1721221287643,2024-07-17T16:01:27.643,24.24,-0.02237106,0.0018560942,0.011206183
4,E25AD03D0194,1721221287653,2024-07-17T16:01:27.653,24.25,-0.023369793,-0.0021773763,0.01558476
4,E25AD03D0194,1721221287663,2024-07-17T16:01:27.663,24.26,-0.024855154,-0.0003345686,0.013121282
4,E25AD03D0194,1721221287673,2024-07-17T16:01:27.673,24.27,-0.024390893,-0.0014284109,0.014549413
4,E25AD03D0194,1721221287683,2024-07-17T16:01:27.683,24.28,-0.023909809,-0.0034825257,0.013136841
4,E25AD03D0194,1721221287703,2024-07-17T16:01:27.703,24.3,-0.0224756,0.00608609,0.012157253
4,E25AD03D0194,1721221287713,2024-07-17T16:01:27.713,24.31,-0.021516446,0.0050405073,0.01602054
4,E25AD03D0194,1721221287723,2024-07-17T16:01:27.723,24.32,-0.022997042,0.0030211462,0.015985992
4,E25AD03D0194,1721221287733,2024-07-17T16:01:27.733,24.33,-0.020555638,0.0040292647,0.014979381
4,E25AD03D0194,1721221287743,2024-07-17T16:01:27.743,24.34,-0.021043919,0.0035628038,0.015446925
4,E25AD03D0194,1721221287753,2024-07-17T16:01:27.753,24.35,-0.022020482,0.0045393654,0.014958643
4,E25AD03D0194,1721221287763,2024-07-17T16:01:27.763,24.36,-0.022997042,0.005027646,0.014958643
4,E25AD03D0194,1721221287793,2024-07-17T16:01:27.793,24.39,-0.024461884,0.0020778433,0.011559848
4,E25AD03D0194,1721221287803,2024-07-17T16:01:27.803,24.4,-0.0215322,0.0015895625,0.011071567
4,E25AD03D0194,1721221287813,2024-07-17T16:01:27.813,24.41,-0.023973605,0.0020593784,0.014018768
4,E25AD03D0194,1721221287823,2024-07-17T16:01:27.823,24.42,-0.025438447,-0.0033332747,0.015504082
4,E25AD03D0194,1721221287833,2024-07-17T16:01:27.833,24.43,-0.024461884,-0.002863459,0.016498184
4,E25AD03D0194,1721221287843,2024-07-17T16:01:27.843,24.44,-0.023973605,0.0005545186,0.013568499
4,E25AD03D0194,1721221287853,2024-07-17T16:01:27.853,24.45,-0.026903288,0.0039724843,0.012103657
4,E25AD03D0194,1721221287873,2024-07-17T16:01:27.873,24.47,-0.02250886,0.00001649564,0.013127347
4,E25AD03D0194,1721221287883,2024-07-17T16:01:27.883,24.48,-0.021044016,-0.003918293,0.011689613
4,E25AD03D0194,1721221287893,2024-07-17T16:01:27.893,24.49,-0.020555736,-0.00003361124,0.015616329
4,E25AD03D0194,1721221287903,2024-07-17T16:01:27.903,24.5,-0.021044115,-0.003476776,0.012222287
4,E25AD03D0194,1721221287913,2024-07-17T16:01:27.913,24.51,-0.023973605,-0.0025218278,0.015172333
4,E25AD03D0194,1721221287933,2024-07-17T16:01:27.933,24.53,-0.026415007,0.00136599,0.014213179
4,E25AD03D0194,1721221287943,2024-07-17T16:01:27.943,24.54,-0.022997139,0.00036924958,0.01618541
4,E25AD03D0194,1721221287963,2024-07-17T16:01:27.963,24.56,-0.023485517,0.0032541272,0.01573941
4,E25AD03D0194,1721221287973,2024-07-17T16:01:27.973,24.57,-0.0215322,0.0017623474,0.01771795
4,E25AD03D0194,1721221287983,2024-07-17T16:01:27.983,24.58,-0.02250886,0.0051537277,0.016766539
4,E25AD03D0194,1721221287993,2024-07-17T16:01:27.993,24.59,-0.023973702,0.0012121928,0.014358492
4,E25AD03D0194,1721221288003,2024-07-17T16:01:28.003,24.6,-0.02348542,-0.0002875615,0.01683279
4,E25AD03D0194,1721221288023,2024-07-17T16:01:28.023,24.62,-0.017137673,0.0050367266,0.0139474375
4,E25AD03D0194,1721221288033,2024-07-17T16:01:28.033,24.63,-0.019579077,0.0006155902,0.016902236
94,E25AD03D0194,1721221288263,2024-07-17T16:01:28.263,24.86,-0.023942096,-0.0022713784,0.013150638
4,E25AD03D0194,1721221288273,2024-07-17T16:01:28.273,24.87,-0.024918754,-0.0027360402,0.011663442
4,E25AD03D0194,1721221288283,2024-07-17T16:01:28.283,24.88,-0.022477252,0.003139983,0.016530544
4,E25AD03D0194,1721221288293,2024-07-17T16:01:28.293,24.89,-0.023453815,0.0021634214,0.018971948
4,E25AD03D0194,1721221288313,2024-07-17T16:01:28.313,24.91,-0.023942096,-0.0027193986,0.01457742
4,E25AD03D0194,1721221288323,2024-07-17T16:01:28.323,24.92,-0.023942096,-0.0017242993,0.015048233
4,E25AD03D0194,1721221288343,2024-07-17T16:01:28.343,24.94,-0.023453815,-0.0026822987,0.012589398
4,E25AD03D0194,1721221288353,2024-07-17T16:01:28.353,24.95,-0.024918754,-0.00022091034,0.015988497
4,E25AD03D0194,1721221288363,2024-07-17T16:01:28.363,24.96,-0.022965534,-0.00019927272,0.016456356
4,E25AD03D0194,1721221288373,2024-07-17T16:01:28.373,24.97,-0.024918657,-0.0031053992,0.018387245
4,E25AD03D0194,1721221288383,2024-07-17T16:01:28.383,24.98,-0.02491856,-0.0011303588,0.018854825
4,E25AD03D0194,1721221288403,2024-07-17T16:01:28.403,25,-0.022965437,-0.0006420659,0.017389983
4,E25AD03D0194,1721221288413,2024-07-17T16:01:28.413,25.01,-0.024430279,-0.0035717627,0.014948579
4,E25AD03D0194,1721221288423,2024-07-17T16:01:28.423,25.02,-0.02491856,-0.0025952011,0.017389983
4,E25AD03D0194,1721221288433,2024-07-17T16:01:28.433,25.03,-0.025406841,0.0013110572,0.014948579
4,E25AD03D0194,1721221288443,2024-07-17T16:01:28.443,25.04,-0.022965437,-0.0025952011,0.01641342
4,E25AD03D0194,1721221288453,2024-07-17T16:01:28.453,25.05,-0.023453718,-0.0016186396,0.017878262
